Join_Count,TARGET_FID,JOIN_FID,SiteID,Stream,SiteName,COMID,Order,AU,georef_notes,georef_ID305b_cycle,Lat,Long,OBJECTID,ECO,LEVEL4_NAM,LEVEL3,LEVEL3_NAM,L3CODE,L3NAME,L2CODE,L2NAME,L1CODE,L1NAME,STATE,EPA_REGION,L4_KEY,L3_KEY,L2_KEY,L1_KEY,SITECLASS,SUM_ACRES,HUC4NAME,BASIN,SQ_MILES,HUC4CODE,DEQ_ADMIN,CLASSTYPE,HUCCODE,RuleID,Shape_STAr,Shape_STLe
1,117,579,413,Goat,085-09-I,23575198,2,ID17060301CL023_02,,2022,45.604977,-114.751609,658,16i,South Clearwater Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16i  South Clearwater Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,238902.998,Upper Selway,Clearwater,373.286,17060301,LRO,2,17060301,2,966809998.3,345045.797
1,118,579,414,E.F. Magruder,085-10-I,23574962,1,ID17060301CL021_02,,2022,45.709837,-114.775864,658,16i,South Clearwater Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16i  South Clearwater Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,238902.998,Upper Selway,Clearwater,373.286,17060301,LRO,2,17060301,2,966809998.3,345045.797
1,119,395,416,Flat,085-13-I,23574112,2,ID17060301CL020_02,,2022,45.721483,-114.857708,473,16c,Lochsa-Selway-Clearwater Canyons,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16c  Lochsa-Selway-Clearwater Canyons,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,176061.32,Upper Selway,Clearwater,275.096,17060301,LRO,2,17060301,2,712497733,217700.3317
1,120,395,417,Little Clearwater,085-19-I,23573568,4,ID17060301CL017_04,,2022,45.714562,-114.861095,473,16c,Lochsa-Selway-Clearwater Canyons,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16c  Lochsa-Selway-Clearwater Canyons,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,176061.32,Upper Selway,Clearwater,275.096,17060301,LRO,2,17060301,2,712497733,217700.3317
1,121,611,419,Mccalla,086-03-I,23541032,3,ID17060207SL030_03,,2022,45.362921,-115.04801,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,122,611,422,Dillinger,086-04-I,23540860,1,ID17060207SL015_02,,2022,45.496212,-115.189458,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,123,611,423,Hot Springs,086-06-I,23541872,1,ID17060207SL016_02,,2022,45.472809,-115.11168,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,124,611,424,Queen,086-13-I,23540932,2,ID17060207SL021_02,,2022,45.426642,-115.100322,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,125,611,425,Whimstick,086-17-I,23541066,3,ID17060207SL031_03,,2022,45.305764,-115.027931,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,126,611,432,Richardson,087-05-I,23540810,2,ID17060207SL014_02,,2022,45.480521,-115.267078,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,127,577,434,Big Blowout,087-06-I,23541762,1,ID17060207SL064_02,,2022,45.484898,-115.481629,656,16i,South Clearwater Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16i  South Clearwater Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,365116.017,Middle Salmon-Chamberlain,Salmon,570.494,17060207,LRO,2,17060207,2,1477578009,614809.6973
1,128,611,435,W.F. Chamberlain,087-09-I,23540958,3,ID17060207SL022_03,,2022,45.393044,-115.194877,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,129,611,437,Chamberlain,087-11-I,23540980,3,ID17060207SL024_03,,2022,45.357188,-115.258412,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,130,611,439,Lodgepole,087-12-I,23541004,3,ID17060207SL029_03,,2022,45.371804,-115.125824,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,131,611,442,Moose,087-13-IS,23540996,3,ID17060207SL028_03,,2022,45.34706,-115.25303,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,132,611,445,Warren,088-12-I,23540662,3,ID17060207SL007_03a,,2022,45.254112,-115.659982,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,133,611,446,Stratton,088-14-I,23543320,1,ID17060207SL007_02,,2022,45.276545,-115.702177,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,134,611,447,Steamboat,088-15-I,23542276,2,ID17060207SL007_02,,2022,45.274906,-115.696592,690,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,304786.481,Middle Salmon-Chamberlain,Salmon,476.229,17060207,LRO,2,17060207,2,1233432063,371059.7316
1,135,577,448,Horse,089-08-I,23541258,3,ID17060207SL044_03,,2022,45.485688,-114.534673,656,16i,South Clearwater Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16i  South Clearwater Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,365116.017,Middle Salmon-Chamberlain,Salmon,570.494,17060207,LRO,2,17060207,2,1477578009,614809.6973
1,136,577,451,Reynolds,089-12-IS,23541280,3,ID17060207SL046_03,,2022,45.490318,-114.549431,656,16i,South Clearwater Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16i  South Clearwater Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,365116.017,Middle Salmon-Chamberlain,Salmon,570.494,17060207,LRO,2,17060207,2,1477578009,614809.6973
1,137,577,452,Cayuse,089-19-I,23542390,2,ID17060207SL043_02,,2022,45.478043,-114.57105,656,16i,South Clearwater Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16i  South Clearwater Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,365116.017,Middle Salmon-Chamberlain,Salmon,570.494,17060207,LRO,2,17060207,2,1477578009,614809.6973
1,138,648,455,Carmen,090-02-I,23503876,2,ID17060203SL063_02,,2022,45.363787,-113.778983,727,17ad,Western Beaverhead Mountains,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ad  Western Beaverhead Mountains,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,60664.359,Middle Salmon-Panther,Salmon,94.788,17060203,IRO,2,17060203,2,245500933.8,106587.4464
1,139,576,456,Threemile,090-05-I,23504374,1,ID17060203SL073_02,,2022,45.562935,-113.868408,655,16i,South Clearwater Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16i  South Clearwater Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,190828.854,Middle Salmon-Panther,Salmon,298.17,17060203,IRO,2,17060203,2,772260063.8,215177.7952
1,140,576,457,McConn,090-07-I,23504440,3,ID17060203SL083_03,,2022,45.519418,-114.186355,655,16i,South Clearwater Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16i  South Clearwater Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,190828.854,Middle Salmon-Panther,Salmon,298.17,17060203,IRO,2,17060203,2,772260063.8,215177.7952
1,141,576,458,Twin,090-09-I,23504240,2,ID17060203SL080_02,,2022,45.613817,-113.999826,655,16i,South Clearwater Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16i  South Clearwater Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,190828.854,Middle Salmon-Panther,Salmon,298.17,17060203,IRO,2,17060203,2,772260063.8,215177.7952
1,142,645,459,Wagonhammer,090-12-I,23504630,2,ID17060203SL039_02,,2022,45.399538,-113.939379,724,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,182216.784,Middle Salmon-Panther,Salmon,284.714,17060203,IRO,1,17060203,1,737408110.5,336432.334
1,143,648,461,N.F. Sheep,090-16-I,23503956,3,ID17060203SL071_03,,2022,45.489609,-113.828821,727,17ad,Western Beaverhead Mountains,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ad  Western Beaverhead Mountains,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,60664.359,Middle Salmon-Panther,Salmon,94.788,17060203,IRO,2,17060203,2,245500933.8,106587.4464
1,144,608,462,Moose,090-18-I,23504166,2,ID17060203SL035_02,,2022,45.341139,-114.068779,687,16k,Southern Forested Mountains,16,Idaho Batholith,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,16k  Southern Forested Mountains,16  Idaho Batholith,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,473112.349,Middle Salmon-Panther,Salmon,739.238,17060203,IRO,2,17060203,2,1914625407,291575.7695
1,145,699,464,Clear,091-01-I,23513124,1,ID17060204SL046_02,,2022,44.55153,-113.110251,789,17e,Barren Mountains,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17e  Barren Mountains,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,74172.351,Lemhi,Salmon,115.894,17060204,IRO,2,17060204,2,300166057.2,109498.631
1,146,707,467,Mill,091-05-I,23513322,2,ID17060204SL026b_02,,2022,44.679546,-113.610426,797,17e,Barren Mountains,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17e  Barren Mountains,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,150568.939,Lemhi,Salmon,235.264,17060204,IRO,2,17060204,2,609333315.5,392651.411
1,147,649,468,Little Eightmile,091-06-I,23513174,2,ID17060204SL052b_02,,2022,44.788671,-113.41882,728,17ad,Western Beaverhead Mountains,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ad  Western Beaverhead Mountains,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,97935.848,Lemhi,Salmon,153.025,17060204,IRO,2,17060204,2,396333901.7,211585.851
1,148,649,469,Little Eightmile,091-06-K,23513174,2,ID17060204SL052b_02,,2022,44.794972,-113.408438,728,17ad,Western Beaverhead Mountains,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ad  Western Beaverhead Mountains,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,97935.848,Lemhi,Salmon,153.025,17060204,IRO,2,17060204,2,396333901.7,211585.851
1,149,707,470,Big Timber,091-08-I,23512984,3,ID17060204SL033_03,,2022,44.546616,-113.413237,797,17e,Barren Mountains,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17e  Barren Mountains,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,150568.939,Lemhi,Salmon,235.264,17060204,IRO,2,17060204,2,609333315.5,392651.411
1,150,707,472,Big Eightmile,091-18-I,23512910,3,ID17060204SL029b_03,,2022,44.622912,-113.564359,797,17e,Barren Mountains,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17e  Barren Mountains,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,150568.939,Lemhi,Salmon,235.264,17060204,IRO,2,17060204,2,609333315.5,392651.411
1,151,707,473,Big Eightmile,091-18-K,23512908,3,ID17060204SL029b_03,,2022,44.62944,-113.559155,797,17e,Barren Mountains,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17e  Barren Mountains,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,150568.939,Lemhi,Salmon,235.264,17060204,IRO,2,17060204,2,609333315.5,392651.411
1,152,646,474,Canyon,091-19-I,23513142,3,ID17060204SL051b_03,,2022,44.725227,-113.279985,725,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,218750.057,Lemhi,Salmon,341.797,17060204,IRO,1,17060204,1,885253614.6,484053.4836
1,153,646,475,Canyon,091-19-K,23513152,2,ID17060204SL051b_02,,2022,44.783629,-113.257595,725,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,218750.057,Lemhi,Salmon,341.797,17060204,IRO,1,17060204,1,885253614.6,484053.4836
1,154,699,476,Big Bear,091-20-I,23514606,2,ID17060204SL050b_02,,2022,44.670842,-113.139645,789,17e,Barren Mountains,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17e  Barren Mountains,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,74172.351,Lemhi,Salmon,115.894,17060204,IRO,2,17060204,2,300166057.2,109498.631
1,155,699,477,Big Bear,091-20-K,23514056,2,ID17060204SL050b_02,,2022,44.673911,-113.119021,789,17e,Barren Mountains,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17e  Barren Mountains,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,74172.351,Lemhi,Salmon,115.894,17060204,IRO,2,17060204,2,300166057.2,109498.631
1,156,646,478,Agency,092-02-I,23513218,3,ID17060204SL058_04,,2022,44.949034,-113.55835,725,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,218750.057,Lemhi,Salmon,341.797,17060204,IRO,1,17060204,1,885253614.6,484053.4836
1,157,649,479,Cow,092-02-K,23513210,3,ID17060204SL057_03,,2022,44.930038,-113.550003,728,17ad,Western Beaverhead Mountains,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ad  Western Beaverhead Mountains,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,97935.848,Lemhi,Salmon,153.025,17060204,IRO,2,17060204,2,396333901.7,211585.851
1,158,646,480,Yearian,092-03-I,23513198,1,ID17060204SL055b_02,,2022,44.860316,-113.549239,725,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,218750.057,Lemhi,Salmon,341.797,17060204,IRO,1,17060204,1,885253614.6,484053.4836
1,159,646,481,S.F. Yearian,092-03-K,23513676,1,ID17060204SL055b_02,,2022,44.865979,-113.531279,725,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,218750.057,Lemhi,Salmon,341.797,17060204,IRO,1,17060204,1,885253614.6,484053.4836
1,160,646,482,Trail,092-04-I,23512786,2,ID17060204SL012_02,,2022,44.859958,-113.794453,725,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,218750.057,Lemhi,Salmon,341.797,17060204,IRO,1,17060204,1,885253614.6,484053.4836
1,161,646,485,Bear Valley,092-08-I,23512826,4,ID17060204SL016_04,,2022,44.780245,-113.748815,725,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,218750.057,Lemhi,Salmon,341.797,17060204,IRO,1,17060204,1,885253614.6,484053.4836
1,162,646,486,Reese,092-10-I,23513192,1,ID17060204SL054_02,,2022,44.821008,-113.513708,725,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,218750.057,Lemhi,Salmon,341.797,17060204,IRO,1,17060204,1,885253614.6,484053.4836
1,163,646,487,Rye Grass,092-11-IK,23513778,1,ID17060204SL015_02,,2022,44.802879,-113.710731,725,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,218750.057,Lemhi,Salmon,341.797,17060204,IRO,1,17060204,1,885253614.6,484053.4836
1,164,646,488,Kenney,092-13-IKS,23513258,2,ID17060204SL061_02,,2022,45.039718,-113.624211,725,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,218750.057,Lemhi,Salmon,341.797,17060204,IRO,1,17060204,1,885253614.6,484053.4836
1,165,646,489,Haynes,092-14-IK,23513306,2,ID17060204SL004_02,,2022,45.004375,-113.704515,725,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,218750.057,Lemhi,Salmon,341.797,17060204,IRO,1,17060204,1,885253614.6,484053.4836
1,166,646,490,Pattee,092-16-I,23513238,3,ID17060204SL059b_03,,2022,44.97772,-113.604334,725,17ab,Dry Gneissic-Schistose-Volcanic Hills,17,Middle Rockies,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,17ab  Dry Gneissic-Schistose-Volcanic Hills,17  Middle Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,218750.057,Lemhi,Salmon,341.797,17060204,IRO,1,17060204,1,885253614.6,484053.4836
