source,siteid,Ecoregion
DEQ BURP,1995SLEWB036,NorthernRockies
DEQ BURP,1995SLEWB037,NorthernRockies
DEQ BURP,1995SLEWB038,NorthernRockies
DEQ BURP,1995SLEWB039,NorthernRockies
DEQ BURP,1995SLEWC055,NorthernRockies
DEQ BURP,1995SPOCA001,NorthernXericBasin
DEQ BURP,1995SPOCA002,NorthernXericBasin
DEQ BURP,1995SPOCA003,NorthernXericBasin
DEQ BURP,1995SPOCA004,NorthernXericBasin
DEQ BURP,1995SPOCA005,NorthernXericBasin
DEQ BURP,1995SPOCA006,NorthernXericBasin
DEQ BURP,1995SPOCA007,NorthernXericBasin
DEQ BURP,1995SPOCA008,NorthernXericBasin
DEQ BURP,1995SPOCA009,NorthernXericBasin
DEQ BURP,1995SPOCA010,NorthernXericBasin
DEQ BURP,1995SPOCA011,NorthernXericBasin
DEQ BURP,1995SPOCA012,NorthernXericBasin
DEQ BURP,1995SPOCA013,NorthernXericBasin
DEQ BURP,1995SPOCA014,NorthernXericBasin
DEQ BURP,1995SPOCA015,NorthernXericBasin
DEQ BURP,1995SPOCA016,NorthernXericBasin
DEQ BURP,1995SPOCA017,NorthernXericBasin
DEQ BURP,1995SPOCA018,NorthernXericBasin
DEQ BURP,1995SPOCA019,NorthernXericBasin
DEQ BURP,1995SPOCA020,NorthernXericBasin
DEQ BURP,1995SPOCA021,NorthernXericBasin
DEQ BURP,1995SPOCA022,SouthernRockies
DEQ BURP,1995SPOCA023,SouthernRockies
DEQ BURP,1995SPOCA024,SouthernRockies
DEQ BURP,1995SPOCA025,SouthernRockies
DEQ BURP,1995SPOCA026,SouthernRockies
DEQ BURP,1995SPOCA027,SouthernRockies
DEQ BURP,1995SPOCA028,NorthernRockies
DEQ BURP,1995SPOCA030,EasternXericBasin
DEQ BURP,1995SPOCA031,EasternXericBasin
DEQ BURP,1995SPOCA033,EasternXericBasin
DEQ BURP,1995SPOCA034,EasternXericBasin
DEQ BURP,1995SPOCA036,NorthernRockies
DEQ BURP,1995SPOCA037,NorthernRockies
DEQ BURP,1995SPOCA038,NorthernRockies
DEQ BURP,1995SPOCA039,NorthernRockies
DEQ BURP,1995SPOCA040,NorthernRockies
DEQ BURP,1995SPOCA041,NorthernRockies
DEQ BURP,1995SPOCA042,NorthernRockies
DEQ BURP,1995SPOCA043,NorthernRockies
DEQ BURP,1995SPOCA044,NorthernRockies
DEQ BURP,1995SPOCA045,NorthernRockies
DEQ BURP,1995SPOCA046,NorthernRockies
DEQ BURP,1995SPOCA047,NorthernRockies
DEQ BURP,1995SPOCA048,NorthernRockies
DEQ BURP,1995SPOCA049,NorthernRockies
DEQ BURP,1995SPOCA050,NorthernRockies
DEQ BURP,1995SPOCA051,NorthernXericBasin
DEQ BURP,1995SPOCA052,NorthernXericBasin
DEQ BURP,1995SPOCA053,NorthernXericBasin
DEQ BURP,1995SPOCA054,NorthernXericBasin
DEQ BURP,1995SPOCA055,NorthernXericBasin
DEQ BURP,1995SPOCA056,NorthernXericBasin
DEQ BURP,1995SPOCA057,NorthernXericBasin
DEQ BURP,1995SPOCA058,NorthernXericBasin
DEQ BURP,1995SPOCA059,NorthernXericBasin
DEQ BURP,1995SPOCA060,SouthernRockies
DEQ BURP,1995SPOCA061,SouthernRockies
DEQ BURP,1995SPOCA062,SouthernRockies
DEQ BURP,1995SPOCA063,NorthernXericBasin
DEQ BURP,1995SPOCA064,SouthernRockies
DEQ BURP,1995SPOCA065,SouthernXericBasin
DEQ BURP,1995SPOCA066,SouthernXericBasin
DEQ BURP,1995SPOCA067,SouthernXericBasin
DEQ BURP,1995SPOCA068,SouthernXericBasin
DEQ BURP,1995SPOCA069,SouthernXericBasin
DEQ BURP,1995SPOCA070,NorthernXericBasin
DEQ BURP,1995SPOCA071,SouthernXericBasin
DEQ BURP,1995SPOCA072,NorthernXericBasin
DEQ BURP,1995SSCFA001,NorthernRockies
DEQ BURP,1995SSCFA002,NorthernRockies
DEQ BURP,1995SSCFA003,NorthernRockies
DEQ BURP,1995STWFA001,NorthernXericBasin
DEQ BURP,1995STWFA002,NorthernXericBasin
DEQ BURP,1995STWFA003,NorthernXericBasin
DEQ BURP,1995STWFA003,NorthernXericBasin
DEQ BURP,1995STWFA004,NorthernXericBasin
DEQ BURP,1995STWFA005,NorthernXericBasin
DEQ BURP,1995STWFA006,NorthernXericBasin
DEQ BURP,1995STWFA007,NorthernXericBasin
DEQ BURP,1995STWFA008,NorthernXericBasin
DEQ BURP,1995STWFA009,NorthernXericBasin
DEQ BURP,1995STWFA010,NorthernXericBasin
DEQ BURP,1995STWFA011,NorthernXericBasin
DEQ BURP,1995STWFA012,NorthernXericBasin
DEQ BURP,1995STWFA013,NorthernXericBasin
DEQ BURP,1995STWFA014,NorthernXericBasin
DEQ BURP,1995STWFA015,NorthernXericBasin
DEQ BURP,1995STWFA016,NorthernXericBasin
DEQ BURP,1995STWFA017,NorthernXericBasin
DEQ BURP,1995STWFA018,NorthernRockies
DEQ BURP,1995STWFA019,NorthernRockies
DEQ BURP,1995STWFA020,NorthernXericBasin
DEQ BURP,1995STWFA021,NorthernRockies
DEQ BURP,1995STWFA022,NorthernRockies
DEQ BURP,1995STWFA024,NorthernXericBasin
DEQ BURP,1995STWFA025,NorthernXericBasin
DEQ BURP,1995STWFA026,NorthernRockies
DEQ BURP,1995STWFA027,NorthernXericBasin
DEQ BURP,1995STWFA028,NorthernXericBasin
DEQ BURP,1995STWFA029,NorthernXericBasin
DEQ BURP,1995STWFA030,NorthernXericBasin
DEQ BURP,1995STWFA031,NorthernXericBasin
DEQ BURP,1995STWFA032,NorthernXericBasin
DEQ BURP,1995STWFA033,NorthernXericBasin
DEQ BURP,1995STWFA034,NorthernXericBasin
DEQ BURP,1995STWFA035,NorthernXericBasin
DEQ BURP,1995STWFA036,NorthernXericBasin
DEQ BURP,1995STWFA037,NorthernXericBasin
DEQ BURP,1995STWFA038,NorthernXericBasin
DEQ BURP,1995STWFA039,NorthernXericBasin
DEQ BURP,1995STWFA039,NorthernXericBasin
DEQ BURP,1995STWFA040,NorthernXericBasin
DEQ BURP,1995STWFA041,NorthernRockies
DEQ BURP,1995STWFA042,NorthernXericBasin
DEQ BURP,1995STWFA043,NorthernRockies
DEQ BURP,1995STWFA044,NorthernXericBasin
DEQ BURP,1995STWFA045,NorthernXericBasin
DEQ BURP,1995STWFA046,NorthernXericBasin
DEQ BURP,1995STWFA047,NorthernXericBasin
DEQ BURP,1995STWFA048,NorthernXericBasin
DEQ BURP,1995STWFA049,NorthernXericBasin
DEQ BURP,1995STWFA050,NorthernXericBasin
DEQ BURP,1995STWFA051,NorthernXericBasin
DEQ BURP,1995STWFA052,NorthernRockies
DEQ BURP,1995STWFA053,NorthernXericBasin
DEQ BURP,1995STWFA054,NorthernRockies
DEQ BURP,1995STWFA055,NorthernRockies
DEQ BURP,1995STWFA056,NorthernRockies
DEQ BURP,1995STWFA057,NorthernXericBasin
DEQ BURP,1995STWFA058,NorthernXericBasin
DEQ BURP,1995STWFA059,NorthernXericBasin
DEQ BURP,1995STWFA060,NorthernXericBasin
DEQ BURP,1995STWFA061,NorthernXericBasin
DEQ BURP,1995STWFA062,NorthernRockies
DEQ BURP,1995STWFA063,NorthernRockies
DEQ BURP,1995STWFA064,NorthernRockies
DEQ BURP,1995STWFA065,NorthernRockies
DEQ BURP,1995STWFA066,NorthernXericBasin
DEQ BURP,1995STWFA067,NorthernRockies
DEQ BURP,1995STWFA068,NorthernXericBasin
DEQ BURP,1995STWFA069,NorthernXericBasin
DEQ BURP,1995STWFA070,NorthernXericBasin
DEQ BURP,1995STWFA071,NorthernRockies
DEQ BURP,1995STWFA072,NorthernXericBasin
DEQ BURP,1995STWFA073,NorthernXericBasin
DEQ BURP,1995STWFA074,NorthernRockies
DEQ BURP,1995STWFA075,NorthernRockies
DEQ BURP,1995STWFA076,NorthernRockies
DEQ BURP,1995STWFA077,NorthernRockies
DEQ BURP,1995STWFA078,NorthernRockies
DEQ BURP,1995STWFA079,NorthernRockies
DEQ BURP,1995STWFA080,NorthernRockies
DEQ BURP,1995STWFA081,NorthernRockies
DEQ BURP,1995STWFA082,NorthernRockies
DEQ BURP,1995STWFA083,NorthernRockies
DEQ BURP,1995STWFA084,NorthernRockies
DEQ BURP,1995STWFA085,NorthernRockies
DEQ BURP,1995STWFA086,NorthernRockies
DEQ BURP,1995STWFA087,NorthernRockies
DEQ BURP,1995STWFA088,NorthernRockies
DEQ BURP,1995STWFA089,NorthernRockies
DEQ BURP,1995STWFA090,NorthernRockies
DEQ BURP,1995STWFA091,NorthernRockies
DEQ BURP,1995STWFA092,NorthernXericBasin
DEQ BURP,1995STWFB002,NorthernXericBasin
DEQ BURP,1995STWFB003,NorthernXericBasin
DEQ BURP,1995STWFB004,NorthernXericBasin
DEQ BURP,1995STWFB005,NorthernXericBasin
DEQ BURP,1995STWFB006,NorthernXericBasin
DEQ BURP,1995STWFB007,NorthernXericBasin
DEQ BURP,1995STWFB009,NorthernXericBasin
DEQ BURP,1995STWFB010,NorthernXericBasin
DEQ BURP,1995STWFB011,NorthernRockies
DEQ BURP,1995STWFB012,NorthernRockies
DEQ BURP,1995STWFB013,NorthernRockies
DEQ BURP,1995STWFB014,NorthernXericBasin
DEQ BURP,1995STWFB015,NorthernXericBasin
DEQ BURP,1995STWFB016,NorthernRockies
DEQ BURP,1995STWFB017,NorthernRockies
DEQ BURP,1995STWFB018,NorthernRockies
DEQ BURP,1995STWFB019,NorthernRockies
DEQ BURP,1995STWFB020,NorthernRockies
DEQ BURP,1995STWFB021,NorthernRockies
DEQ BURP,1995STWFB022,NorthernRockies
DEQ BURP,1995STWFB024,NorthernXericBasin
DEQ BURP,1995STWFB025,NorthernXericBasin
DEQ BURP,1995STWFB026,NorthernXericBasin
DEQ BURP,1995STWFB027,NorthernXericBasin
DEQ BURP,1995STWFB028,NorthernRockies
DEQ BURP,1995STWFB029,NorthernRockies
DEQ BURP,1995STWFB030,NorthernRockies
DEQ BURP,1995STWFB032,NorthernXericBasin
DEQ BURP,1995STWFB033,NorthernRockies
DEQ BURP,1995STWFB034,NorthernXericBasin
DEQ BURP,1995STWFB035,NorthernXericBasin
DEQ BURP,1995STWFB036,NorthernXericBasin
DEQ BURP,1995STWFB037,NorthernXericBasin
DEQ BURP,1995STWFB038,NorthernXericBasin
DEQ BURP,1995STWFB039,NorthernXericBasin
DEQ BURP,1995STWFB040,NorthernRockies
DEQ BURP,1995STWFB041,NorthernRockies
DEQ BURP,1995STWFB042,NorthernRockies
DEQ BURP,1995STWFB043,NorthernXericBasin
DEQ BURP,1995STWFB044,NorthernRockies
DEQ BURP,1995STWFB045,NorthernXericBasin
DEQ BURP,1995STWFB046,NorthernRockies
DEQ BURP,1995STWFB047,NorthernRockies
DEQ BURP,1995STWFB048,NorthernRockies
DEQ BURP,1995STWFB049,NorthernRockies
DEQ BURP,1995STWFB050,NorthernXericBasin
DEQ BURP,1995STWFB051,NorthernRockies
DEQ BURP,1995STWFB052,NorthernRockies
DEQ BURP,1995STWFB053,NorthernRockies
DEQ BURP,1995STWFB054,NorthernRockies
DEQ BURP,1995STWFB055,NorthernRockies
DEQ BURP,1995STWFB056,NorthernRockies
DEQ BURP,1995STWFB057,NorthernXericBasin
DEQ BURP,1995STWFB058,NorthernRockies
DEQ BURP,1995STWFB059,NorthernXericBasin
DEQ BURP,1995STWFB060,NorthernRockies
DEQ BURP,1995STWFB061,NorthernRockies
DEQ BURP,1995STWFB062,NorthernXericBasin
DEQ BURP,1995STWFB063,NorthernRockies
DEQ BURP,1996SBOIA001,NorthernXericBasin
DEQ BURP,1996SBOIA002,NorthernXericBasin
DEQ BURP,1996SBOIA003,NorthernXericBasin
DEQ BURP,1996SBOIA004,NorthernXericBasin
DEQ BURP,1996SBOIA005,NorthernXericBasin
DEQ BURP,1996SBOIA006,NorthernXericBasin
DEQ BURP,1996SBOIA007,NorthernXericBasin
DEQ BURP,1996SBOIA008,NorthernXericBasin
DEQ BURP,1996SBOIA009,NorthernXericBasin
DEQ BURP,1996SBOIA010,NorthernXericBasin
DEQ BURP,1996SBOIA011,NorthernXericBasin
DEQ BURP,1996SBOIA012,NorthernXericBasin
DEQ BURP,1996SBOIA013,NorthernXericBasin
DEQ BURP,1996SBOIA014,NorthernXericBasin
DEQ BURP,1996SBOIA015,NorthernRockies
DEQ BURP,1996SBOIA016,NorthernXericBasin
DEQ BURP,1996SBOIA017,NorthernXericBasin
DEQ BURP,1996SBOIA018,NorthernXericBasin
DEQ BURP,1996SBOIA019,NorthernXericBasin
DEQ BURP,1996SBOIA020,NorthernXericBasin
DEQ BURP,1996SBOIA021,NorthernXericBasin
DEQ BURP,1996SBOIA022,NorthernXericBasin
DEQ BURP,1996SBOIA023,NorthernXericBasin
DEQ BURP,1996SBOIA024,NorthernXericBasin
DEQ BURP,1996SBOIA025,NorthernRockies
DEQ BURP,1996SBOIA026,NorthernRockies
DEQ BURP,1996SBOIA027,NorthernRockies
DEQ BURP,1996SBOIA028,NorthernRockies
DEQ BURP,1996SBOIA029,NorthernRockies
DEQ BURP,1996SBOIA030,NorthernRockies
DEQ BURP,1996SBOIA031,NorthernRockies
DEQ BURP,1996SBOIA032,NorthernRockies
DEQ BURP,1996SBOIA033,NorthernRockies
DEQ BURP,1996SBOIA034,NorthernRockies
DEQ BURP,1996SBOIA035,NorthernRockies
DEQ BURP,1996SBOIA036,NorthernRockies
DEQ BURP,1996SBOIA037,NorthernRockies
DEQ BURP,1996SBOIA038,NorthernRockies
DEQ BURP,1996SBOIA039,NorthernRockies
DEQ BURP,1996SBOIA040,NorthernRockies
DEQ BURP,1996SBOIA041,NorthernXericBasin
DEQ BURP,1996SBOIA042,NorthernXericBasin
DEQ BURP,1996SBOIA043,NorthernRockies
DEQ BURP,1996SBOIA044,NorthernRockies
DEQ BURP,1996SBOIA045,NorthernRockies
DEQ BURP,1996SBOIA046,NorthernRockies
DEQ BURP,1996SBOIA047,NorthernRockies
DEQ BURP,1996SBOIA048,NorthernRockies
DEQ BURP,1996SBOIA049,NorthernXericBasin
DEQ BURP,1996SBOIA050,NorthernXericBasin
DEQ BURP,1996SBOIA051,NorthernXericBasin
DEQ BURP,1996SBOIA052,NorthernRockies
DEQ BURP,1996SBOIA053,NorthernRockies
DEQ BURP,1996SBOIA054,NorthernRockies
DEQ BURP,1996SBOIA055,NorthernRockies
DEQ BURP,1996SBOIA056,NorthernRockies
DEQ BURP,1996SBOIA057,NorthernRockies
DEQ BURP,1996SBOIA058,NorthernRockies
DEQ BURP,1996SBOIA059,NorthernRockies
DEQ BURP,1996SBOIA060,NorthernRockies
DEQ BURP,1996SBOIA061,NorthernRockies
DEQ BURP,1996SBOIA062,NorthernRockies
DEQ BURP,1996SBOIA063,NorthernRockies
DEQ BURP,1996SBOIA064,NorthernRockies
DEQ BURP,1996SBOIA065,NorthernRockies
DEQ BURP,1996SBOIA066,NorthernRockies
DEQ BURP,1996SBOIA067,NorthernRockies
DEQ BURP,1996SBOIA068,NorthernRockies
DEQ BURP,1996SBOIA069,NorthernRockies
DEQ BURP,1996SBOIA070,NorthernRockies
DEQ BURP,1996SBOIA071,NorthernXericBasin
DEQ BURP,1996SBOIA072,NorthernXericBasin
DEQ BURP,1996SBOIA073,NorthernXericBasin
DEQ BURP,1996SBOIA074,NorthernXericBasin
DEQ BURP,1996SBOIA075,NorthernXericBasin
DEQ BURP,1996SBOIA076,NorthernRockies
DEQ BURP,1996SBOIA077,NorthernRockies
DEQ BURP,1996SBOIA078,NorthernRockies
DEQ BURP,1996SBOIA079,NorthernRockies
DEQ BURP,1996SBOIA080,NorthernXericBasin
DEQ BURP,1996SBOIA081,NorthernXericBasin
DEQ BURP,1996SBOIA082,NorthernXericBasin
DEQ BURP,1996SBOIA083,NorthernXericBasin
DEQ BURP,1996SBOIA084,NorthernXericBasin
DEQ BURP,1996SBOIA085,NorthernXericBasin
DEQ BURP,1996SBOIA086,NorthernXericBasin
DEQ BURP,1996SBOIA087,NorthernXericBasin
DEQ BURP,1996SBOIA088,NorthernXericBasin
DEQ BURP,1996SBOIA089,NorthernXericBasin
DEQ BURP,1996SBOIA090,NorthernRockies
DEQ BURP,1996SBOIA091,NorthernRockies
DEQ BURP,1996SBOIA092,NorthernRockies
DEQ BURP,1996SBOIA093,NorthernRockies
DEQ BURP,1996SBOIA094,NorthernRockies
DEQ BURP,1996SBOIA095,NorthernRockies
DEQ BURP,1996SBOIA096,NorthernRockies
DEQ BURP,1996SBOIA097,NorthernRockies
DEQ BURP,1996SBOIA098,NorthernRockies
DEQ BURP,1996SBOIA099,NorthernRockies
DEQ BURP,1996SBOIB001,NorthernXericBasin
DEQ BURP,1996SBOIB002,NorthernXericBasin
DEQ BURP,1996SBOIB003,NorthernXericBasin
DEQ BURP,1996SBOIB004,NorthernXericBasin
DEQ BURP,1996SBOIB005,NorthernXericBasin
DEQ BURP,1996SBOIB006,NorthernXericBasin
DEQ BURP,1996SBOIB007,NorthernXericBasin
DEQ BURP,1996SBOIB008,NorthernXericBasin
DEQ BURP,1996SBOIB009,NorthernXericBasin
DEQ BURP,1996SBOIB010,NorthernXericBasin
DEQ BURP,1996SBOIB011,NorthernXericBasin
DEQ BURP,1996SBOIB012,NorthernXericBasin
DEQ BURP,1996SBOIB013,NorthernXericBasin
DEQ BURP,1996SBOIB014,NorthernXericBasin
DEQ BURP,1996SBOIB015,NorthernXericBasin
DEQ BURP,1996SBOIB016,NorthernXericBasin
DEQ BURP,1996SBOIB017,NorthernXericBasin
DEQ BURP,1996SBOIB018,NorthernXericBasin
DEQ BURP,1996SBOIB019,NorthernXericBasin
DEQ BURP,1996SBOIB020,NorthernXericBasin
DEQ BURP,1996SBOIB021,NorthernXericBasin
DEQ BURP,1996SBOIB022,NorthernXericBasin
DEQ BURP,1996SBOIB023,NorthernRockies
DEQ BURP,1996SBOIB024,NorthernRockies
DEQ BURP,1996SBOIB025,NorthernRockies
DEQ BURP,1996SBOIB026,NorthernRockies
DEQ BURP,1996SBOIB027,NorthernRockies
DEQ BURP,1996SBOIB028,NorthernRockies
DEQ BURP,1996SBOIB029,NorthernRockies
DEQ BURP,1996SBOIB030,NorthernRockies
DEQ BURP,1996SBOIB031,NorthernRockies
DEQ BURP,1996SBOIB032,NorthernRockies
DEQ BURP,1996SBOIB033,NorthernRockies
DEQ BURP,1996SBOIB034,NorthernRockies
DEQ BURP,1996SBOIB035,NorthernRockies
DEQ BURP,1996SBOIB036,NorthernRockies
DEQ BURP,1996SBOIB037,NorthernRockies
DEQ BURP,1996SBOIB038,NorthernRockies
DEQ BURP,1996SBOIB039,NorthernRockies
DEQ BURP,1996SBOIB040,NorthernRockies
DEQ BURP,1996SBOIB041,NorthernRockies
DEQ BURP,1996SBOIB042,NorthernRockies
DEQ BURP,1996SBOIB043,NorthernRockies
DEQ BURP,1996SBOIB044,NorthernRockies
DEQ BURP,1996SBOIB045,NorthernRockies
DEQ BURP,1996SBOIB046,NorthernRockies
DEQ BURP,1996SBOIB047,NorthernRockies
DEQ BURP,1996SBOIB048,NorthernRockies
DEQ BURP,1996SBOIB049,NorthernRockies
DEQ BURP,1996SBOIB050,NorthernRockies
DEQ BURP,1996SBOIB051,NorthernRockies
DEQ BURP,1996SBOIB052,NorthernRockies
DEQ BURP,1996SBOIB053,NorthernRockies
DEQ BURP,1996SBOIB054,NorthernRockies
DEQ BURP,1996SBOIB055,NorthernRockies
DEQ BURP,1996SBOIB056,NorthernRockies
DEQ BURP,1996SBOIB057,NorthernRockies
DEQ BURP,1996SBOIB058,NorthernRockies
DEQ BURP,1996SBOIB059,NorthernRockies
DEQ BURP,1996SBOIB060,NorthernRockies
DEQ BURP,1996SBOIB061,NorthernRockies
DEQ BURP,1996SBOIB062,NorthernRockies
DEQ BURP,1996SBOIB063,NorthernRockies
DEQ BURP,1996SBOIB064,NorthernRockies
DEQ BURP,1996SBOIB065,NorthernRockies
DEQ BURP,1996SBOIB066,NorthernXericBasin
DEQ BURP,1996SBOIB067,NorthernXericBasin
DEQ BURP,1996SBOIB068,NorthernXericBasin
DEQ BURP,1996SBOIB069,NorthernXericBasin
DEQ BURP,1996SBOIB070,NorthernRockies
DEQ BURP,1996SBOIB071,NorthernRockies
DEQ BURP,1996SBOIB079,NorthernRockies
DEQ BURP,1996SBOIB080,NorthernRockies
DEQ BURP,1996SBOIB081,NorthernRockies
DEQ BURP,1996SBOIB082,NorthernRockies
DEQ BURP,1996SBOIB083,NorthernRockies
DEQ BURP,1996SBOIB084,NorthernRockies
DEQ BURP,1996SBOIB085,NorthernRockies
DEQ BURP,1996SBOIB086,NorthernRockies
DEQ BURP,1996SBOIB087,NorthernRockies
DEQ BURP,1996SCDAA001,NorthernRockies
DEQ BURP,1996SCDAA002,NorthernRockies
DEQ BURP,1996SCDAA003,NorthernRockies
DEQ BURP,1996SCDAA004,NorthernRockies
DEQ BURP,1996SCDAA005,NorthernRockies
DEQ BURP,1996SCDAA006,NorthernRockies
DEQ BURP,1996SCDAA007,NorthernRockies
DEQ BURP,1996SCDAA008,NorthernRockies
DEQ BURP,1996SCDAA009,NorthernRockies
DEQ BURP,1996SCDAA010,NorthernRockies
DEQ BURP,1996SCDAA011,NorthernRockies
DEQ BURP,1996SCDAA012,NorthernRockies
DEQ BURP,1996SCDAA013,NorthernRockies
DEQ BURP,1996SCDAA014,NorthernRockies
DEQ BURP,1996SCDAA015,NorthernRockies
DEQ BURP,1996SCDAA016,NorthernRockies
DEQ BURP,1996SCDAA017,NorthernRockies
DEQ BURP,1996SCDAA018,NorthernRockies
DEQ BURP,1996SCDAA019,NorthernRockies
DEQ BURP,1996SCDAA020,NorthernRockies
DEQ BURP,1996SCDAA021,NorthernRockies
DEQ BURP,1996SCDAA022,NorthernRockies
DEQ BURP,1996SCDAA023,NorthernRockies
DEQ BURP,1996SCDAA024,NorthernRockies
DEQ BURP,1996SCDAA025,NorthernRockies
DEQ BURP,1996SCDAA026,NorthernRockies
DEQ BURP,1996SCDAA027,NorthernRockies
DEQ BURP,1996SCDAA028,NorthernRockies
DEQ BURP,1996SCDAA029,NorthernRockies
DEQ BURP,1996SCDAA030,NorthernRockies
DEQ BURP,1996SCDAA031,NorthernRockies
DEQ BURP,1996SCDAA032,NorthernRockies
DEQ BURP,1996SCDAA033,NorthernRockies
DEQ BURP,1996SCDAA034,NorthernRockies
DEQ BURP,1996SCDAA035,NorthernRockies
DEQ BURP,1996SCDAA036,NorthernRockies
DEQ BURP,1996SCDAA037,NorthernRockies
DEQ BURP,1996SCDAA038,NorthernRockies
DEQ BURP,1996SCDAA039,NorthernRockies
DEQ BURP,1996SCDAA040,NorthernRockies
DEQ BURP,1996SCDAA041,NorthernRockies
DEQ BURP,1996SCDAA042,NorthernRockies
DEQ BURP,1996SCDAA043,NorthernRockies
DEQ BURP,1996SCDAA044,NorthernRockies
DEQ BURP,1996SCDAA045,NorthernRockies
DEQ BURP,1996SCDAA046,NorthernRockies
DEQ BURP,1996SCDAA047,NorthernRockies
DEQ BURP,1996SCDAA048,NorthernRockies
DEQ BURP,1996SCDAA049,NorthernRockies
DEQ BURP,1996SCDAA050,NorthernRockies
DEQ BURP,1996SCDAA051,NorthernRockies
DEQ BURP,1996SCDAA052,NorthernRockies
DEQ BURP,1996SCDAA053,NorthernRockies
DEQ BURP,1996SCDAA054,NorthernRockies
DEQ BURP,1996SCDAA055,NorthernRockies
DEQ BURP,1996SCDAA056,NorthernRockies
DEQ BURP,1996SCDAA057,NorthernRockies
DEQ BURP,1996SCDAA058,NorthernRockies
DEQ BURP,1996SCDAA059,NorthernRockies
DEQ BURP,1996SCDAA060,NorthernRockies
DEQ BURP,1996SCDAA061,NorthernRockies
DEQ BURP,1996SCDAA062,NorthernRockies
DEQ BURP,1996SCDAA063,NorthernRockies
DEQ BURP,1996SCDAA064,NorthernRockies
DEQ BURP,1996SCDAA065,NorthernRockies
DEQ BURP,1996SCDAA066,NorthernRockies
DEQ BURP,1996SCDAA067,NorthernRockies
DEQ BURP,1996SCDAA068,NorthernRockies
DEQ BURP,1996SCDAA069,NorthernRockies
DEQ BURP,1996SCDAA070,NorthernRockies
DEQ BURP,1996SCDAA071,NorthernRockies
DEQ BURP,1996SCDAA072,NorthernRockies
DEQ BURP,1996SCDAA073,NorthernRockies
DEQ BURP,1996SCDAA074,NorthernRockies
DEQ BURP,1996SCDAA075,NorthernRockies
DEQ BURP,1996SCDAA076,NorthernRockies
DEQ BURP,1996SCDAA077,NorthernRockies
DEQ BURP,1996SCDAB001,NorthernRockies
DEQ BURP,1996SCDAB002,NorthernRockies
DEQ BURP,1996SCDAB003,NorthernRockies
DEQ BURP,1996SCDAB004,NorthernRockies
DEQ BURP,1996SCDAB005,NorthernRockies
DEQ BURP,1996SCDAB006,NorthernRockies
DEQ BURP,1996SCDAB007,NorthernRockies
DEQ BURP,1996SCDAB008,NorthernRockies
DEQ BURP,1996SCDAB009,NorthernRockies
DEQ BURP,1996SCDAB010,NorthernRockies
DEQ BURP,1996SCDAB011,NorthernRockies
DEQ BURP,1996SCDAB012,NorthernRockies
DEQ BURP,1996SCDAB013,NorthernRockies
DEQ BURP,1996SCDAB014,NorthernRockies
DEQ BURP,1996SCDAB015,NorthernRockies
DEQ BURP,1996SCDAB016,NorthernRockies
DEQ BURP,1996SCDAB017,NorthernRockies
DEQ BURP,1996SCDAB018,NorthernRockies
DEQ BURP,1996SCDAB019,NorthernRockies
DEQ BURP,1996SCDAB020,NorthernRockies
DEQ BURP,1996SCDAB021,NorthernRockies
DEQ BURP,1996SCDAB022,NorthernRockies
DEQ BURP,1996SCDAB023,NorthernRockies
DEQ BURP,1996SCDAB024,NorthernRockies
DEQ BURP,1996SCDAB025,NorthernRockies
DEQ BURP,1996SCDAB026,NorthernRockies
DEQ BURP,1996SCDAB027,NorthernRockies
DEQ BURP,1996SCDAB028,NorthernRockies
DEQ BURP,1996SCDAB029,NorthernRockies
DEQ BURP,1996SCDAB030,NorthernRockies
DEQ BURP,1996SCDAB031,NorthernRockies
DEQ BURP,1996SCDAB032,NorthernRockies
DEQ BURP,1996SCDAB033,NorthernRockies
DEQ BURP,1996SCDAB034,NorthernRockies
DEQ BURP,1996SCDAB035,NorthernRockies
DEQ BURP,1996SCDAB036,NorthernRockies
DEQ BURP,1996SCDAB037,NorthernRockies
DEQ BURP,1996SCDAB038,NorthernRockies
DEQ BURP,1996SCDAB039,NorthernRockies
DEQ BURP,1996SIDFY001,NorthernRockies
DEQ BURP,1996SIDFY002,NorthernXericBasin
DEQ BURP,1996SIDFY003,NorthernXericBasin
DEQ BURP,1996SIDFY004,NorthernRockies
DEQ BURP,1996SIDFY005,NorthernRockies
DEQ BURP,1996SIDFY006,NorthernRockies
DEQ BURP,1996SIDFY007,NorthernRockies
DEQ BURP,1996SIDFY008,NorthernRockies
DEQ BURP,1996SIDFY009,NorthernRockies
DEQ BURP,1996SIDFY010,NorthernRockies
DEQ BURP,1996SIDFY011,NorthernRockies
DEQ BURP,1996SIDFY012,NorthernRockies
DEQ BURP,1996SIDFY013,NorthernRockies
DEQ BURP,1996SIDFY014,NorthernRockies
DEQ BURP,1996SIDFY015,NorthernRockies
DEQ BURP,1996SIDFY016,NorthernRockies
DEQ BURP,1996SIDFY017,NorthernRockies
DEQ BURP,1996SIDFY018,NorthernRockies
DEQ BURP,1996SIDFY019,NorthernRockies
DEQ BURP,1996SIDFY020,NorthernRockies
DEQ BURP,1996SIDFY021,NorthernRockies
DEQ BURP,1996SIDFY022,NorthernRockies
DEQ BURP,1996SIDFY023,NorthernRockies
DEQ BURP,1996SIDFY024,NorthernRockies
DEQ BURP,1996SIDFY025,NorthernRockies
