BURPID,STREAM,HUC4CODE,HUC4NAME,BASIN,WBSEGMENT,Dominant Habitat Type,Instream Cover Score,Instream Cover Scale,Embeddedness (Riffles) Score,Embeddedness (Riffles) Scale,Channel Shape Score,Channel Shape Scale,Disruptive Pressures Score,Disruptive Pressures Scale,Zone Of Influence Score,Zone Of Influence Scale,Pool Substrate Characteristic Score,Pool Substrate Characteristic Scale,Pool Variability Score,Pool Variability Scale,Silt/Sand (? 2.5 mm) - Wet Fines/Wet Total %,Silt/Sand (? 2.5 mm) - Dry Fines/Dry Total %,Silt/Sand (? 2.5 mm) - All Fines/All Total Total %,Silt/Sand/VFP (? 6 mm) - Wet Fines/Wet Total %,Silt/Sand/VFP (? 6 mm) - Dry Fines/Dry Total %,Silt/Sand/VFP (? 6 mm) - All Fines/All Total %
1994SLEWA027,West Fork Potlatch River,17060306,Clearwater,Clearwater,ID17060306CL049_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,99.15,NULL,99.15,100,NULL,100
1994SPOCA001,Garden Creek,17040208,Portneuf,Upper Snake,ID17040208SK010_02a,Riffle/Run,12,0 to 20,10,0 to 20,2,0 to 15,3,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,34.48,NULL,34.48,37.93,NULL,37.93
1994SPOCA002,Garden Creek,17040208,Portneuf,Upper Snake,ID17040208SK010_02a,Riffle/Run,10,0 to 20,11,0 to 20,4,0 to 15,3,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,50,NULL,50,51.79,NULL,51.79
1994SPOCA003,Mink Creek,17040208,Portneuf,Upper Snake,ID17040208SK004_04a,Riffle/Run,19,0 to 20,18,0 to 20,2,0 to 15,9,0 to 10,7,0 to 10,0,0 to 20,0,0 to 20,31.52,NULL,31.52,32.61,NULL,32.61
1994SPOCA004,West Fork Mink Creek,17040208,Portneuf,Upper Snake,ID17040208SK004_02b,Riffle/Run,18,0 to 20,17,0 to 20,3,0 to 15,10,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,38.27,NULL,38.27,49.38,NULL,49.38
1994SPOCA005,Walker Creek,17040208,Portneuf,Upper Snake,ID17040208SK007_02a,Riffle/Run,7,0 to 20,12,0 to 20,2,0 to 15,0,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,20.75,NULL,20.75,32.08,NULL,32.08
1994SPOCA006,Walker Creek,17040208,Portneuf,Upper Snake,ID17040208SK007_02,Riffle/Run,18,0 to 20,14,0 to 20,3,0 to 15,9,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,17.39,NULL,17.39,22.61,NULL,22.61
1994SPOCA007,Middle Fork Cherry Creek,17040208,Portneuf,Upper Snake,ID17040208SK014_02a,Riffle/Run,18,0 to 20,13,0 to 20,3,0 to 15,8,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,18.26,NULL,18.26,23.48,NULL,23.48
1994SPOCA008,Marsh Creek,17040208,Portneuf,Upper Snake,ID17040208SK006_03a,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,33.02,NULL,33.02,38.68,NULL,38.68
1994SPOCA009,Marsh Creek,17040208,Portneuf,Upper Snake,ID17040208SK006_04,Riffle/Run,15,0 to 20,12,0 to 20,1,0 to 15,1,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,34.97,NULL,34.97,34.97,NULL,34.97
1994SPOCA010,Dempsey Creek,17040208,Portneuf,Upper Snake,ID17040208SK017_02d,Riffle/Run,15,0 to 20,12,0 to 20,2,0 to 15,3,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,50,NULL,50,51.52,NULL,51.52
1994SPOCA011,Dempsey Creek,17040208,Portneuf,Upper Snake,ID17040208SK017_03,Riffle/Run,9,0 to 20,11,0 to 20,1,0 to 15,4,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,38.98,NULL,38.98,38.98,NULL,38.98
1994SPOCA012,Slug Creek,17040207,Blackfoot,Upper Snake,ID17040207SK012_04,Riffle/Run,4,0 to 20,5,0 to 20,0,0 to 15,6,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,44.09,NULL,44.09,45.67,NULL,45.67
1994SPOCA013,Slug Creek,17040207,Blackfoot,Upper Snake,ID17040207SK012_04,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,9,0 to 10,1,0 to 10,0,0 to 20,6,0 to 20,93.69,NULL,93.69,94.59,NULL,94.59
1994SPOCA014,Wolverine Creek,17040207,Blackfoot,Upper Snake,ID17040207SK030_02,Riffle/Run,12,0 to 20,11,0 to 20,2,0 to 15,3,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,18.26,NULL,18.26,18.26,NULL,18.26
1994SPOCA015,Wolverine Creek,17040207,Blackfoot,Upper Snake,ID17040207SK030_03,Riffle/Run,14,0 to 20,11,0 to 20,1,0 to 15,6,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,34.92,NULL,34.92,34.92,NULL,34.92
1994SPOCA016,Cedar Creek,17040207,Blackfoot,Upper Snake,ID17040207SK029_03,Riffle/Run,11,0 to 20,8,0 to 20,3,0 to 15,9,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,41.82,NULL,41.82,44.55,NULL,44.55
1994SPOCA017,Corral Creek,17040207,Blackfoot,Upper Snake,ID17040207SK006_03,Glide/Pool,2,0 to 20,0,0 to 20,3,0 to 15,1,0 to 10,0,0 to 10,14,0 to 20,1,0 to 20,73.03,NULL,73.03,73.03,NULL,73.03
1994SPOCA018,Corral Creek,17040207,Blackfoot,Upper Snake,ID17040207SK006_04,Riffle/Run,7,0 to 20,9,0 to 20,0,0 to 15,0,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,77.24,NULL,77.24,77.24,NULL,77.24
1994SPOCA019,McCoy Creek,17040104,Palisades,Upper Snake,ID17040104SK019_03,Riffle/Run,18,0 to 20,9,0 to 20,0,0 to 15,10,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,15.25,NULL,15.25,16.1,NULL,16.1
1994SPOCA020,McCoy Creek,17040104,Palisades,Upper Snake,ID17040104SK014_04,Riffle/Run,19,0 to 20,8,0 to 20,1,0 to 15,8,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,11.67,NULL,11.67,13.89,NULL,13.89
1994SPOCA021,McCoy Creek,17040104,Palisades,Upper Snake,ID17040104SK019_03,Riffle/Run,18,0 to 20,8,0 to 20,1,0 to 15,9,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,46.67,NULL,46.67,46.67,NULL,46.67
1994SPOCA022,Barnes Creek,17040104,Palisades,Upper Snake,ID17040104SK019_02,Riffle/Run,20,0 to 20,12,0 to 20,4,0 to 15,9,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,25.35,NULL,25.35,33.8,NULL,33.8
1994SPOCA023,City Creek,17040104,Palisades,Upper Snake,ID17040104SK019_03,Riffle/Run,18,0 to 20,14,0 to 20,3,0 to 15,7,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,16.94,NULL,16.94,20.97,NULL,20.97
1994SPOCA024,Clear Creek,17040104,Palisades,Upper Snake,ID17040104SK018_03,Riffle/Run,16,0 to 20,11,0 to 20,0,0 to 15,9,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,18.31,NULL,18.31,23.94,NULL,23.94
1994SPOCA025,McCoy Creek,17040104,Palisades,Upper Snake,ID17040104SK015_04,Riffle/Run,11,0 to 20,8,0 to 20,0,0 to 15,4,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,23.38,NULL,23.38,27.27,NULL,27.27
1994SPOCA026,Jensen Creek,17040104,Palisades,Upper Snake,ID17040104SK014_02,Riffle/Run,19,0 to 20,11,0 to 20,1,0 to 15,9,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,20,NULL,20,20.8,NULL,20.8
1994SPOCA027,Saint Charles Creek,16010201,Bear Lake,Bear River,ID16010201BR016_03b,Riffle/Run,19,0 to 20,19,0 to 20,1,0 to 15,8,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,31.11,NULL,31.11,33.33,NULL,33.33
1994SPOCA028,Saint Charles Creek,16010201,Bear Lake,Bear River,ID16010201BR016_03b,Riffle/Run,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,32.26,NULL,32.26,32.26,NULL,32.26
1994SPOCA029,Fish Haven Creek,16010201,Bear Lake,Bear River,ID16010201BR019_02a,Riffle/Run,19,0 to 20,15,0 to 20,1,0 to 15,9,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,19.05,NULL,19.05,23.81,NULL,23.81
1994SPOCA030,Bloomington Creek,16010201,Bear Lake,Bear River,ID16010201BR014_03a,Riffle/Run,19,0 to 20,14,0 to 20,2,0 to 15,2,0 to 10,8,0 to 10,0,0 to 20,0,0 to 20,23.85,NULL,23.85,26.15,NULL,26.15
1994SPOCA031,Bloomington Creek,16010201,Bear Lake,Bear River,ID16010201BR014_03,Riffle/Run,13,0 to 20,12,0 to 20,1,0 to 15,1,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,21.26,NULL,21.26,27.56,NULL,27.56
1994SPOCA032,Bloomington Creek,16010201,Bear Lake,Bear River,ID16010201BR014_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994SPOCA033,Paris Creek,16010201,Bear Lake,Bear River,ID16010201BR013_02b,Riffle/Run,12,0 to 20,15,0 to 20,1,0 to 15,4,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,61.65,NULL,61.65,63.16,NULL,63.16
1994SPOCA034,Paris Creek,16010201,Bear Lake,Bear River,ID16010201BR013_02b,Riffle/Run,20,0 to 20,10,0 to 20,1,0 to 15,9,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,11.2,NULL,11.2,12.8,NULL,12.8
1994SPOCA035,Bailey Creek,16010201,Bear Lake,Bear River,ID16010201BR003_02a,Riffle/Run,12,0 to 20,3,0 to 20,1,0 to 15,5,0 to 10,3,0 to 10,0,0 to 20,0,0 to 20,75.38,NULL,75.38,75.38,NULL,75.38
1994SPOCA036,Eightmile Creek,16010201,Bear Lake,Bear River,ID16010201BR004_02,Riffle/Run,18,0 to 20,11,0 to 20,3,0 to 15,9,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,19.81,NULL,19.81,20.75,NULL,20.75
1994SPOCA037,Eightmile Creek,16010201,Bear Lake,Bear River,ID16010201BR004_03,Riffle/Run,12,0 to 20,10,0 to 20,1,0 to 15,6,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,30.65,NULL,30.65,31.45,NULL,31.45
1994SPOCA038,North Creek,16010201,Bear Lake,Bear River,ID16010201BR010_02d,Riffle/Run,17,0 to 20,11,0 to 20,2,0 to 15,10,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,31.71,NULL,31.71,31.71,NULL,31.71
1994SPOCA039,North Creek,16010201,Bear Lake,Bear River,ID16010201BR010_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,26.83,NULL,26.83,26.83,NULL,26.83
1994SPOCA040,Georgetown Creek,16010201,Bear Lake,Bear River,ID16010201BR022_02b,Riffle/Run,9,0 to 20,9,0 to 20,1,0 to 15,9,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,35.4,NULL,35.4,44.25,NULL,44.25
1994SPOCA041,Georgetown Creek,16010201,Bear Lake,Bear River,ID16010201BR022_02b,Riffle/Run,11,0 to 20,11,0 to 20,2,0 to 15,3,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,27.34,NULL,27.34,30.22,NULL,30.22
1994SPOCA042,Skinner Creek,16010201,Bear Lake,Bear River,ID16010201BR007_02a,Riffle/Run,20,0 to 20,15,0 to 20,2,0 to 15,10,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,11.11,NULL,11.11,13.68,NULL,13.68
1994SPOCA043,Stauffer Creek,16010201,Bear Lake,Bear River,ID16010201BR006_03,Glide/Pool,6,0 to 20,0,0 to 20,1,0 to 15,4,0 to 10,0,0 to 10,13,0 to 20,1,0 to 20,66.36,NULL,66.36,67.29,NULL,67.29
1994SPOCA044,Wright Creek,16010204,Lower Bear-Malad,Bear River,ID16010204BR010_03,Riffle/Run,2,0 to 20,1,0 to 20,2,0 to 15,8,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,68.81,NULL,68.81,68.81,NULL,68.81
1994SPOCA045,Wright Creek,16010204,Lower Bear-Malad,Bear River,ID16010204BR010_04,Riffle/Run,5,0 to 20,1,0 to 20,4,0 to 15,1,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,47.54,NULL,47.54,55.74,NULL,55.74
1994SPOCA046,Mill Creek,17040208,Portneuf,Upper Snake,ID17040208SK015_02a,Riffle/Run,20,0 to 20,15,0 to 20,2,0 to 15,10,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,22.13,NULL,22.13,22.13,NULL,22.13
1994SPOCA047,Devil Creek,16010204,Lower Bear-Malad,Bear River,ID16010204BR004_02,Riffle/Run,5,0 to 20,7,0 to 20,1,0 to 15,9,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,57.26,NULL,57.26,58.12,NULL,58.12
1994SPOCA048,Dairy Creek,16010204,Lower Bear-Malad,Bear River,ID16010204BR011_03,Riffle/Run,0,0 to 20,2,0 to 20,3,0 to 15,3,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,92.92,NULL,92.92,92.92,NULL,92.92
1994SPOCA049,Harkness Creek,17040208,Portneuf,Upper Snake,ID17040208SK016_02d,Riffle/Run,18,0 to 20,11,0 to 20,1,0 to 15,3,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,15.83,NULL,15.83,20.83,NULL,20.83
1994SPOCA050,Robbers Roost Creek,17040208,Portneuf,Upper Snake,ID17040208SK016_02e,Riffle/Run,20,0 to 20,9,0 to 20,2,0 to 15,9,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,25.21,NULL,25.21,30.25,NULL,30.25
1994STWFA001,Sublett Creek,17040210,Raft,Upper Snake,ID17040210SK021_03,Riffle/Run,15,0 to 20,6,0 to 20,4,0 to 15,8,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,63.11,NULL,63.11,69.67,NULL,69.67
1994STWFA002,Sublett Creek,17040210,Raft,Upper Snake,ID17040210SK019_04,Riffle/Run,20,0 to 20,19,0 to 20,10,0 to 15,8,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,3.7,NULL,3.7,8.33,NULL,8.33
1994STWFA003,Raft River,17040210,Raft,Upper Snake,ID17040210SK010_04,Glide/Pool,16,0 to 20,0,0 to 20,0,0 to 15,9,0 to 10,5,0 to 10,11,0 to 20,2,0 to 20,76.15,NULL,76.15,76.92,NULL,76.92
1994STWFA004,Connor Creek,17040210,Raft,Upper Snake,ID17040210SK004_02,Riffle/Run,20,0 to 20,17,0 to 20,4,0 to 15,9,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,55.28,NULL,55.28,58.54,NULL,58.54
1994STWFA005,Cottonwood Creek,17040210,Raft,Upper Snake,ID17040210SK006_02,Riffle/Run,18,0 to 20,16,0 to 20,1,0 to 15,7,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,43.85,NULL,43.85,47.69,NULL,47.69
1994STWFA006,House Creek,17040213,Salmon Falls,Upper Snake,ID17040213SK005_03,Glide/Pool,15,0 to 20,0,0 to 20,0,0 to 15,7,0 to 10,2,0 to 10,11,0 to 20,13,0 to 20,59.2,NULL,59.2,64.8,NULL,64.8
1994STWFA007,Cedar Creek,17040213,Salmon Falls,Upper Snake,ID17040213SK006_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFA008,Salmon Falls Creek,17040213,Salmon Falls,Upper Snake,ID17040213SK009_06,Glide/Pool,6,0 to 20,0,0 to 20,0,0 to 15,6,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFA009,North Cottonwood Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK014_02,Riffle/Run,19,0 to 20,10,0 to 20,2,0 to 15,10,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,44.19,NULL,44.19,47.29,NULL,47.29
1994STWFA010,Horse Creek,17040213,Salmon Falls,Upper Snake,ID17040213SK012_03,Glide/Pool,13,0 to 20,0,0 to 20,10,0 to 15,10,0 to 10,0,0 to 10,9,0 to 20,2,0 to 20,96.61,NULL,96.61,97.46,NULL,97.46
1994STWFA011,Big Creek,17040213,Salmon Falls,Upper Snake,ID17040213SK014_03,Glide/Pool,13,0 to 20,0,0 to 20,2,0 to 15,10,0 to 10,1,0 to 10,10,0 to 20,8,0 to 20,57.03,NULL,57.03,60.16,NULL,60.16
1994STWFA012,Little Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK018_02,Riffle/Run,20,0 to 20,11,0 to 20,5,0 to 15,10,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,47.01,NULL,47.01,47.01,NULL,47.01
1994STWFA013,Goose Creek,17040211,Goose,Upper Snake,ID17040211SK008_03,Riffle/Run,13,0 to 20,13,0 to 20,4,0 to 15,9,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,20.79,NULL,20.79,21.78,NULL,21.78
1994STWFA014,Harrington Fork,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK018_02,Riffle/Run,13,0 to 20,18,0 to 20,6,0 to 15,10,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,9.38,NULL,9.38,13.28,NULL,13.28
1994STWFA015,Fourth Fork Rock Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK018_03,Riffle/Run,18,0 to 20,13,0 to 20,4,0 to 15,7,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,14.52,NULL,14.52,18.55,NULL,18.55
1994STWFA016,Big Cottonwood Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040211SK001_03,Riffle/Run,15,0 to 20,5,0 to 20,1,0 to 15,10,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,33.62,NULL,33.62,33.62,NULL,33.62
1994STWFA017,Little Cottonwood Creek,17040211,Goose,Upper Snake,ID17040211SK000_02a,Riffle/Run,2,0 to 20,1,0 to 20,2,0 to 15,4,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,85.15,NULL,85.15,85.15,NULL,85.15
1994STWFA018,Birch Creek,17040211,Goose,Upper Snake,ID17040211SK009_02,Riffle/Run,12,0 to 20,15,0 to 20,2,0 to 15,1,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,52.29,NULL,52.29,55.05,NULL,55.05
1994STWFA019,Emery Creek,17040211,Goose,Upper Snake,ID17040211SK005_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFA020,Beaverdam Creek,17040211,Goose,Upper Snake,ID17040211SK006_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFA021,Birch Creek,17040211,Goose,Upper Snake,ID17040211SK012_04,Glide/Pool,18,0 to 20,0,0 to 20,2,0 to 15,10,0 to 10,2,0 to 10,16,0 to 20,10,0 to 20,60,NULL,60,60,NULL,60
1994STWFA022,Big Cottonwood Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040211SK001_02,Riffle/Run,15,0 to 20,13,0 to 20,3,0 to 15,10,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,38.79,NULL,38.79,59.48,NULL,59.48
1994STWFA023,Billingsley Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK033_02,Glide/Pool,16,0 to 20,0,0 to 20,2,0 to 15,9,0 to 10,4,0 to 10,7,0 to 20,8,0 to 20,60.18,NULL,60.18,61.95,NULL,61.95
1994STWFA024,Billingsley Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK033_02,Riffle/Run,16,0 to 20,9,0 to 20,1,0 to 15,6,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,8.97,NULL,8.97,8.97,NULL,8.97
1994STWFA025,Marsh Creek,17040209,Lake Walcott,Upper Snake,ID17040209SK003_04,Glide/Pool,11,0 to 20,0,0 to 20,2,0 to 15,5,0 to 10,1,0 to 10,0,0 to 20,1,0 to 20,91.89,NULL,91.89,95.5,NULL,95.5
1994STWFA026,Land Creek,17040209,Lake Walcott,Upper Snake,ID17040209SK003_02,Riffle/Run,20,0 to 20,15,0 to 20,1,0 to 15,9,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,55.36,NULL,55.36,57.14,NULL,57.14
1994STWFA027,Shoshone Creek,17040213,Salmon Falls,Upper Snake,ID17040213SK016_03,Glide/Pool,12,0 to 20,0,0 to 20,1,0 to 15,5,0 to 10,2,0 to 10,16,0 to 20,16,0 to 20,49.5,NULL,49.5,50.5,NULL,50.5
1994STWFA028,Fifth Fork Rock Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK017_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFA029,Edwards Creek,17040210,Raft,Upper Snake,ID17040210SK012_02,Riffle/Run,10,0 to 20,18,0 to 20,5,0 to 15,9,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,75.83,NULL,75.83,78.33,NULL,78.33
1994STWFA030,Clyde Creek,17040210,Raft,Upper Snake,ID17040210SK006_02,Riffle/Run,16,0 to 20,13,0 to 20,1,0 to 15,7,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,37.69,NULL,37.69,40.77,NULL,40.77
1994STWFA031,Cold Creek,17040211,Goose,Upper Snake,ID17040211SK005_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFA032,Blue Hill Creek,17040211,Goose,Upper Snake,ID17040211SK010_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFA033,Cassia Creek,17040210,Raft,Upper Snake,ID17040210SK007_03,Riffle/Run,20,0 to 20,13,0 to 20,2,0 to 15,3,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,34.43,NULL,34.43,34.43,NULL,34.43
1994STWFA034,Cross Creek,17040210,Raft,Upper Snake,ID17040210SK007_03,Riffle/Run,18,0 to 20,17,0 to 20,1,0 to 15,5,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,44.08,NULL,44.08,44.74,NULL,44.74
1994STWFA035,Third Fork Rock Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK018_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFA036,Cassia Creek,17040210,Raft,Upper Snake,ID17040210SK005_04,Riffle/Run,14,0 to 20,6,0 to 20,3,0 to 15,9,0 to 10,1,0 to 10,0,0 to 20,0,0 to 20,52.25,NULL,52.25,54.95,NULL,54.95
1994STWFA037,Badger Creek,17040211,Goose,Upper Snake,ID17040211SK004_02,Riffle/Run,6,0 to 20,16,0 to 20,1,0 to 15,10,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,62.12,NULL,62.12,75.76,NULL,75.76
1994STWFA038,Shoshone Creek,17040213,Salmon Falls,Upper Snake,ID17040213SK011_04,Riffle/Run,11,0 to 20,13,0 to 20,1,0 to 15,9,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,69.11,NULL,69.11,70.16,NULL,70.16
1994STWFA039,Rock Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK016_04,Riffle/Run,17,0 to 20,13,0 to 20,1,0 to 15,9,0 to 10,5,0 to 10,0,0 to 20,0,0 to 20,52.46,NULL,52.46,52.46,NULL,52.46
1994STWFA040,Fifth Fork Rock Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK017_02,Riffle/Run,16,0 to 20,12,0 to 20,1,0 to 15,10,0 to 10,2,0 to 10,0,0 to 20,0,0 to 20,69.92,NULL,69.92,71.43,NULL,71.43
1994STWFA041,Billingsley Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK033_02,Glide/Pool,9,0 to 20,0,0 to 20,3,0 to 15,2,0 to 10,2,0 to 10,1,0 to 20,15,0 to 20,88.7,NULL,88.7,90.43,NULL,90.43
1994STWFA042,Dry Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK022_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFA043,McMullen Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK015_03,NULL,NULL,0 to 20,NULL,0 to 20,NULL,0 to 15,NULL,0 to 10,NULL,0 to 10,NULL,0 to 20,NULL,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFA044,Vineyard Creek,17040212,Upper Snake-Rock,Upper Snake,ID17040212SK027_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFA045,Silver Creek,17040221,Little Wood,Upper Snake,ID17040221SK023_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFA046,Rough Creek,17040220,Camas,Upper Snake,ID17040220SK016_02,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1994STWFR001,Shoshone Creek,17040213,Salmon Falls,Upper Snake,ID17040213SK016_03,Glide/Pool,0,0 to 20,0,0 to 20,0,0 to 15,0,0 to 10,0,0 to 10,0,0 to 20,0,0 to 20,56.52,NULL,56.52,63.77,NULL,63.77
1995SBOIA001,North Crane Creek,17050124,Weiser,Southwest,ID17050124SW006_03,Riffle/Run,3,0 to 20,17,0 to 20,7,0 to 15,8,0 to 10,6,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1995SBOIA002,Cold Springs Creek,17050101,C. J. Strike Reservoir,Southwest,ID17050101SW014_03,Riffle/Run,1,0 to 20,7,0 to 20,3,0 to 15,9,0 to 10,4,0 to 10,0,0 to 20,0,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
1995SBOIA003,Marys Creek,17050102,Bruneau,Southwest,ID17050102SW016_04,Glide/Pool,11,0 to 20,0,0 to 20,5,0 to 15,5,0 to 10,5,0 to 10,6,0 to 20,11,0 to 20,NULL,NULL,NULL,NULL,NULL,NULL
