MLOC_ID,COMID,STREAM,HUC4CODE,HUC4NAME,BASIN,WBSEGMENT,STR_ORDR,GRADIENT,YEAR,REFERENCE,ECO_REG,ECO4NAME,ELEVATION,SITECLASS,LATITUDE,LONGITUDE,METTYP_ID,ACTMET_VALUE
2002SIDFA053,23532625,Yellowjacket Creek,17060206,Lower Middle Fork Salmon,Salmon,ID17060206SL038_03,3,0.031341,2002,Other,Northern Rockies,Southern Forested Mountains,5381,Mountains,44.951528,-114.583291,FSBI(score),190
2002SIDFA054,23513218,Agency Creek,17060204,Lemhi,Salmon,ID17060204SL058_04,4,0.01878,2002,Other,Northern Rockies,Dry Gneissic-Schistose-Volcanic Hills,5328,Foothills,44.950654,-113.556883,FSBI(score),90
2002SIDFA055,23513230,Agency Creek,17060204,Lemhi,Salmon,ID17060204SL058_02,2,0.082004,2002,Other,Northern Rockies,Western Beaverhead Mountains,6204,Mountains,44.978925,-113.471168,FSBI(score),145
2002SIDFA056,23512728,McDevitt Creek,17060204,Lemhi,Salmon,ID17060204SL007b_02,2,0.079004,2002,Other,Northern Rockies,Barren Mountains,6407,Mountains,44.938441,-113.776995,FSBI(score),180
2002SIDFA057,23514606,Big Bear Creek,17060204,Lemhi,Salmon,ID17060204SL050b_02,2,0.01972,2002,Other,Northern Rockies,Barren Mountains,7238,Mountains,44.672122,-113.140181,FSBI(score),95
2002SIDFA058,23514030,Reservoir Creek,17060204,Lemhi,Salmon,ID17060204SL050b_03,3,0.036724,2002,Other,Northern Rockies,Barren Mountains,6929,Mountains,44.680884,-113.155853,FSBI(score),155
2002SIDFA059,23513332,Hawley Creek,17060204,Lemhi,Salmon,ID17060204SL050b_03,3,0.024372,2002,Other,Northern Rockies,Barren Mountains,6722,Mountains,44.668799,-113.187529,FSBI(score),170
2002SIDFA060,23512818,Hayden Creek,17060204,Lemhi,Salmon,ID17060204SL015_04,4,0.017195,2002,Other,Northern Rockies,Dry Gneissic-Schistose-Volcanic Hills,5981,Foothills,44.772195,-113.70782,FSBI(score),185
2002SIDFA061,23512902,Big Eightmile Creek,17060204,Lemhi,Salmon,ID17060204SL029b_03,3,0.028459,2002,Other,Northern Rockies,Dry Gneissic-Schistose-Volcanic Hills,6811,Foothills,44.64525,-113.526335,FSBI(score),245
2002SIDFA062,23512978,Big Timber Creek,17060204,Lemhi,Salmon,ID17060204SL033_03,3,0.031301,2002,Other,Snake River Basin/high Desert,Dry Gneissic-Schistose-Volcanic Hills,6483,Foothills,44.61042,-113.395344,FSBI(score),140
2002SIDFA063,23513102,Eighteenmile Creek,17060204,Lemhi,Salmon,ID17060204SL043_03,3,0.007829,2002,Other,Snake River Basin/high Desert,Dry Intermontane Sagebrush Valleys,6493,PPBV,44.548144,-113.250721,FSBI(score),35
2002SIDFA064,23478349,Challis Creek,17060201,Upper Salmon,Salmon,ID17060201SL012_03,3,0.035197,2002,Other,Northern Rockies,Dry Partly Wooded Mountains,5758,Mountains,44.568809,-114.3642,FSBI(score),135
2002SIDFA065,23478367,Mill Creek,17060201,Upper Salmon,Salmon,ID17060201SL013_03,3,0.033511,2002,Other,Northern Rockies,Dry Gneissic-Schistose-Volcanic Hills,5305,Foothills,44.555362,-114.280244,FSBI(score),105
2002SIDFA066,23478449,Garden Creek,17060201,Upper Salmon,Salmon,ID17060201SL015_02,2,0.0488,2002,Other,Northern Rockies,Dry Partly Wooded Mountains,6716,Mountains,44.45978,-114.33399,FSBI(score),150
2002SIDFA069,23478553,Kinnikinic Creek,17060201,Upper Salmon,Salmon,ID17060201SL020_02,2,0.07192,2002,Other,Northern Rockies,Dry Partly Wooded Mountains,6388,Mountains,44.297658,-114.404698,FSBI(score),210
2002SIDFA070,23478613,Squaw Creek,17060201,Upper Salmon,Salmon,ID17060201SL023_04,4,0.030794,2002,Other,Northern Rockies,Southern Forested Mountains,6447,Mountains,44.380975,-114.497255,FSBI(score),155
2002SIDFA074,23478607,Squaw Creek,17060201,Upper Salmon,Salmon,ID17060201SL023_04,4,0.014911,2002,Other,Northern Rockies,Southern Forested Mountains,6247,Mountains,44.348978,-114.482802,FSBI(score),115
2002SIDFA075,23479449,Slate Creek,17060201,Upper Salmon,Salmon,ID17060201SL099_03,3,0.02382,2002,Other,Northern Rockies,Dry Partly Wooded Mountains,6145,Mountains,44.221808,-114.595152,FSBI(score),200
2002SIDFA076,23479447,Slate Creek,17060201,Upper Salmon,Salmon,ID17060201SL099_03,3,0.030998,2002,Other,Northern Rockies,Dry Partly Wooded Mountains,5810,Mountains,44.254113,-114.564663,FSBI(score),185
2002SIDFA079,23480133,Jordan Creek,17060201,Upper Salmon,Salmon,ID17060201SL042_03,3,0.028746,2002,Stress,Northern Rockies,Southern Forested Mountains,6598,Mountains,44.397247,-114.729055,FSBI(score),210
2002SIDFA080,23478911,Basin Creek,17060201,Upper Salmon,Salmon,ID17060201SL050_03,3,0.011542,2002,Other,Northern Rockies,Southern Forested Mountains,6250,Mountains,44.279965,-114.857108,FSBI(score),180
2002SIDFA081,23480341,East Basin Creek,17060201,Upper Salmon,Salmon,ID17060201SL049_02,2,0.039304,2002,Other,Northern Rockies,Southern Forested Mountains,6253,Mountains,44.277419,-114.850805,FSBI(score),135
2002SIDFA083,23478909,Basin Creek,17060201,Upper Salmon,Salmon,ID17060201SL048_03,3,0.010841,2002,Other,Northern Rockies,Southern Forested Mountains,6135,Mountains,44.271906,-114.832971,FSBI(score),130
2002SIDFA084,23478993,Valley Creek,17060201,Upper Salmon,Salmon,ID17060201SL053_03,3,0.006551,2002,Other,Northern Rockies,Southern Forested Mountains,6749,Mountains,44.342383,-115.055984,FSBI(score),145
2002SIDFA086,23480293,Iron Creek,17060201,Upper Salmon,Salmon,ID17060201SL060_02,2,0.0273,2002,Other,Northern Rockies,High Glacial Drift-Filled Valleys,6608,Mountains,44.201118,-114.993172,FSBI(score),170
2002SIDFA089,23479027,Elk Creek,17060201,Upper Salmon,Salmon,ID17060201SL057_02,2,0.009476,2002,Other,Northern Rockies,High Glacial Drift-Filled Valleys,6634,Mountains,44.288596,-115.065047,FSBI(score),145
2002SIDFA093,23479281,Smiley Creek,17060201,Upper Salmon,Salmon,ID17060201SL083_03,3,0.008117,2002,Other,Northern Rockies,High Glacial Drift-Filled Valleys,7257,Mountains,43.884306,-114.803533,FSBI(score),130
2002SIDFA095,23480197,Beaver Creek,17060201,Upper Salmon,Salmon,ID17060201SL082_02,2,0.01186,2002,Other,Northern Rockies,High Glacial Drift-Filled Valleys,7300,Mountains,43.898064,-114.829916,FSBI(score),210
2002SIDFA097,23480303,Alpine Creek,17060201,Upper Salmon,Salmon,ID17060201SL080_03,3,0.029309,2002,Reference,Northern Rockies,High Glacial Drift-Filled Valleys,7087,Mountains,43.896904,-114.907894,FSBI(score),180
2002SIDFA101,23479327,Fourth of July Creek,17060201,Upper Salmon,Salmon,ID17060201SL087_03,3,0.025503,2002,Other,Northern Rockies,Southern Forested Mountains,7470,Mountains,44.040131,-114.758195,FSBI(score),150
2002SIDFV001,23227844,Webber Creek,17040215,Medicine Lodge,Upper Snake,ID17040215SK017_02,2,0.024531,2002,Other,Northern Rockies,Dry Gneissic-Schistose-Volcanic Hills,6594,Foothills,44.361003,-112.656792,FSBI(score),95
2002SIDFV002,23498905,East Fork Pahsimeroi River,17060202,Pahsimeroi,Salmon,ID17060202SL022_02,2,0.020996,2002,Other,Northern Rockies,Barren Mountains,7953,Mountains,44.126924,-113.694274,FSBI(score),135
2002SIDFV003,23532665,Hoodoo Creek,17060206,Lower Middle Fork Salmon,Salmon,ID17060206SL044_02,2,0.07005,2002,Other,Northern Rockies,Southern Forested Mountains,5453,Mountains,44.953154,-114.582078,FSBI(score),180
2002SLEWA001,23607258,Moose Creek,17060306,Clearwater,Clearwater,ID17060306CL053_03,3,0.007374,2002,Other,Northern Rockies,Northern Idaho Hills and Low Relief Mountains,3313,Foothills,46.868416,-116.406122,FSBI(score),50
2002SLEWA002,23607868,Boulder Creek,17060306,Clearwater,Clearwater,ID17060306CL047_03,3,0.037169,2002,Other,Columbia Plateau,Grassy Potlatch Ridges,2822,Foothills,46.704914,-116.474076,FSBI(score),80
2002SLEWA003,23607876,Boulder Creek,17060306,Clearwater,Clearwater,ID17060306CL047_02,2,0.017093,2002,Other,Columbia Plateau,Grassy Potlatch Ridges,3245,Foothills,46.72582,-116.428733,FSBI(score),25
2002SLEWA004,23607270,Moose Creek,17060306,Clearwater,Clearwater,ID17060306CL053_02,2,0.006733,2002,Other,Northern Rockies,Northern Idaho Hills and Low Relief Mountains,3454,Foothills,46.890958,-116.489056,FSBI(score),45
2002SLEWA005,23460327,Big Creek,17060108,Palouse,Clearwater,ID17060108CL027b_02,2,0.005677,2002,Other,Columbia Plateau,Palouse Hills,3058,PPBV,46.956206,-116.68315,FSBI(score),10
2002SLEWA006,23460343,Gold Creek,17060108,Palouse,Clearwater,ID17060108CL029_03,3,0.006433,2002,Other,Columbia Plateau,Palouse Hills,2906,PPBV,46.917547,-116.870296,FSBI(score),10
2002SLEWA007,23460131,Flannigan Creek,17060108,Palouse,Clearwater,ID17060108CL011b_03,3,0.007062,2002,Other,Columbia Plateau,Palouse Hills,2932,PPBV,46.907494,-116.921708,FSBI(score),5
2002SLEWA008,23460355,Gold Creek,17060108,Palouse,Clearwater,ID17060108CL030_02,2,0.025375,2002,Other,Northern Rockies,Northern Idaho Hills and Low Relief Mountains,3237,Foothills,46.985694,-116.820262,FSBI(score),100
2002SLEWA012,23460167,Hatter Creek,17060108,Palouse,Clearwater,ID17060108CL015b_03,3,0.002695,2002,Other,Northern Rockies,Northern Idaho Hills and Low Relief Mountains,2993,Foothills,46.860847,-116.822507,FSBI(score),20
2002SLEWA013,23460175,Hatter Creek,17060108,Palouse,Clearwater,ID17060108CL015a_02,2,0.004385,2002,Other,Northern Rockies,Northern Idaho Hills and Low Relief Mountains,3092,Foothills,46.837242,-116.824299,FSBI(score),50
2002SLEWA016,23460335,Big Creek,17060108,Palouse,Clearwater,ID17060108CL027b_02,2,0.011492,2002,Other,Northern Rockies,Northern Idaho Hills and Low Relief Mountains,3264,Foothills,46.986793,-116.727156,FSBI(score),30
2002SLEWA018,23460387,Middle Fork Deep Creek,17060108,Palouse,Clearwater,ID17060108CL032a_02,2,0.01256,2002,Other,Columbia Plateau,Palouse Hills,3138,PPBV,47.028691,-116.904301,FSBI(score),10
2002SLEWA019,23460371,Deep Creek,17060108,Palouse,Clearwater,ID17060108CL032b_03,3,0.002347,2002,Other,Columbia Plateau,Palouse Hills,2902,PPBV,46.947088,-116.932235,FSBI(score),0
2002SLEWA021,23459961,South Fork Palouse River,17060108,Palouse,Clearwater,ID17060108CL002_03,3,0.001614,2002,Stress,Columbia Plateau,Palouse Hills,2925,PPBV,46.701837,-117.037615,FSBI(score),0
2002SLEWA022,23460511,Union Flat Creek,17060108,Palouse,Clearwater,ID17060108CL001_03,3,0.002115,2002,Other,Columbia Plateau,Palouse Hills,2990,PPBV,46.530172,-117.038868,FSBI(score),0
2002SLEWA023,23608106,Corral Creek,17060306,Clearwater,Clearwater,ID17060306CL054_02,1,0.011848,2002,Other,Northern Rockies,Northern Idaho Hills and Low Relief Mountains,3439,Foothills,46.861659,-116.532664,FSBI(score),0
2002SLEWA026,23607220,East Fork Potlatch River,17060306,Clearwater,Clearwater,ID17060306CL051_02,2,0.054209,2002,Other,Northern Rockies,St. Joe Schist-Gneiss Zone,4117,Mountains,46.893079,-116.221675,FSBI(score),180
2002SLEWA027,23460011,Paradise Creek,17060108,Palouse,Clearwater,ID17060108CL005_02,1,0.002096,2002,Stress,Columbia Plateau,Palouse Hills,2940,PPBV,46.73172,-117.034451,FSBI(score),0
2002SLEWA029,23607066,Potlatch River,17060306,Clearwater,Clearwater,ID17060306CL044_06,6,0.005128,2002,Stress,Columbia Plateau,Lower Clearwater Canyons,1291,Foothills,46.587289,-116.692109,FSBI(score),60
2002SLEWA030,23607360,East Fork Big Bear Creek,17060306,Clearwater,Clearwater,ID17060306CL057_02,1,0.067913,2002,Stress,Northern Rockies,Northern Idaho Hills and Low Relief Mountains,3725,Foothills,46.883126,-116.558824,FSBI(score),65
2002SLEWA032,23608930,West Fork Potlatch River,17060306,Clearwater,Clearwater,ID17060306CL049_02,2,0.004849,2002,Other,Northern Rockies,Northern Idaho Hills and Low Relief Mountains,3427,Foothills,46.928696,-116.458137,FSBI(score),10
2002SLEWA036,23560611,Van Buren Creek,17060209,Lower Salmon,Salmon,ID17060209SL039_03,3,0.027767,2002,Other,Northern Rockies,South Clearwater Forested Mountains,6169,Mountains,45.551224,-116.10488,FSBI(score),125
2002SLEWA037,23588842,Weir Creek,17060303,Lochsa,Clearwater,ID17060303CL049_03,3,0.042671,2002,Reference,Northern Rockies,Lochsa-Selway-Clearwater Canyons,3386,Mountains,46.464213,-115.035707,FSBI(score),170
2002SLEWA038,23589242,Robin Creek,17060303,Lochsa,Clearwater,ID17060303CL020_02,2,0.105163,2002,Reference,Northern Rockies,Lochsa-Selway-Clearwater Canyons,3854,Mountains,46.507253,-114.764135,FSBI(score),215
2002SLEWA039,23590002,No-see-um Creek,17060303,Lochsa,Clearwater,ID17060303CL009_02,2,0.148297,2002,Other,Northern Rockies,Lochsa-Selway-Clearwater Canyons,2910,Mountains,46.363068,-115.285919,FSBI(score),130
2002SLEWA040,23589110,Wendover Creek,17060303,Lochsa,Clearwater,ID17060303CL043_02,2,0.048158,2002,Other,Northern Rockies,Lochsa-Selway-Clearwater Canyons,3846,Mountains,46.511433,-114.78217,FSBI(score),175
2002SLEWA042,23589086,Imnamatnoon Creek,17060303,Lochsa,Clearwater,ID17060303CL041_03,3,0.018429,2002,Other,Northern Rockies,Lochsa-Selway-Clearwater Canyons,3957,Mountains,46.527334,-114.762344,FSBI(score),200
2002SLEWA043,23589090,Parachute Creek,17060303,Lochsa,Clearwater,ID17060303CL042_02,1,0.064706,2002,Other,Northern Rockies,Lochsa-Selway-Clearwater Canyons,4006,Mountains,46.528893,-114.760618,FSBI(score),150
2002SLEWA044,23589118,Badger Creek,17060303,Lochsa,Clearwater,ID17060303CL044_02,1,0.09789,2002,Other,Northern Rockies,Lochsa-Selway-Clearwater Canyons,4048,Mountains,46.519614,-114.826861,FSBI(score),140
2002SLEWA045,23588964,Canyon Creek,17060303,Lochsa,Clearwater,ID17060303CL062_02,2,0.036249,2002,Stress,Northern Rockies,Clearwater Mountains and Breaks,4909,Mountains,46.293813,-115.595019,FSBI(score),130
2002SLEWA048,23607104,Cedar Creek,17060306,Clearwater,Clearwater,ID17060306CL046_04,4,0.040153,2002,Other,Columbia Plateau,Lower Clearwater Canyons,1809,Foothills,46.65009,-116.547335,FSBI(score),125
2002SLEWA049,23607700,Musselshell Creek,17060306,Clearwater,Clearwater,ID17060306CL032_02,2,0.004829,2002,Other,Northern Rockies,Clearwater Mountains and Breaks,3698,Mountains,46.360755,-115.740585,FSBI(score),75
2002SLEWA051,23609374,Schmidt Creek,17060306,Clearwater,Clearwater,ID17060306CL026_02,1,0.111436,2002,Other,Northern Rockies,Lower Clearwater Canyons,1969,Foothills,46.357076,-116.051207,FSBI(score),35
2002SLEWA052,23611428,Mud Creek,17060306,Clearwater,Clearwater,ID17060306CL028_02,1,0.046894,2002,Other,Northern Rockies,Clearwater Mountains and Breaks,3633,Mountains,46.268419,-115.754258,FSBI(score),135
2002SLEWA053,23611262,Gold Creek,17060306,Clearwater,Clearwater,ID17060306CL032_02,1,0.00015,2002,Stress,Northern Rockies,Clearwater Mountains and Breaks,3744,Mountains,46.373353,-115.738944,FSBI(score),35
2002SLEWA054,23606682,Yakus Creek,17060306,Clearwater,Clearwater,ID17060306CL027_02,2,0.027307,2002,Other,Northern Rockies,Clearwater Mountains and Breaks,3728,Mountains,46.234793,-115.758451,FSBI(score),180
2002SLEWV001,23589242,Robin Creek,17060303,Lochsa,Clearwater,ID17060303CL020_02,2,0.105163,2002,Reference,Northern Rockies,Lochsa-Selway-Clearwater Canyons,3320,Mountains,46.507253,-114.764135,FSBI(score),240
2002SLEWV002,23588844,Weir Creek,17060303,Lochsa,Clearwater,ID17060303CL049_03,3,0.051576,2002,Other,Northern Rockies,Lochsa-Selway-Clearwater Canyons,3081,Mountains,46.472217,-115.031274,FSBI(score),200
2002SLEWV003,23562055,North Fork Van Buren Creek,17060209,Lower Salmon,Salmon,ID17060209SL039_02,2,0.048518,2002,Other,Northern Rockies,South Clearwater Forested Mountains,5358,Mountains,45.553348,-116.109251,FSBI(score),110
2002SPOCA001,23155860,Gibson Jack Creek,17040208,Portneuf,Upper Snake,ID17040208SK003_02a,2,0.058541,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5141,PPBV,42.792489,-112.430108,FSBI(score),125
2002SPOCA002,23156334,Pocatello Creek,17040208,Portneuf,Upper Snake,ID17040208SK024_03a,3,0.02315,2002,Stress,Northern Basin and Range,Semiarid Hills and Low Mountains,4842,PPBV,42.885914,-112.401057,FSBI(score),10
2002SPOCA003,23155848,City Creek,17040208,Portneuf,Upper Snake,ID17040208SK002_02,1,0.093099,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5488,PPBV,42.823836,-112.486935,FSBI(score),110
2002SPOCA004,23157370,Papoose Creek,17040208,Portneuf,Upper Snake,ID17040208SK001_02c,1,0.110941,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,4714,PPBV,42.789278,-112.326716,FSBI(score),30
2002SPOCA005,23155898,Indian Creek,17040208,Portneuf,Upper Snake,ID17040208SK005_02,1,0.05263,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5242,PPBV,42.757373,-112.276978,FSBI(score),40
2002SPOCA006,23155898,Indian Creek,17040208,Portneuf,Upper Snake,ID17040208SK005_02,1,0.036,2002,Stress,Northern Basin and Range,Semiarid Hills and Low Mountains,4967,PPBV,42.76852,-112.258409,FSBI(score),40
2002SPOCA007,23157168,Mill Creek,17040208,Portneuf,Upper Snake,ID17040208SK015_02a,2,0.073706,2002,Other,Northern Basin and Range,High Elevation Forests and Shrublands,6453,PPBV,42.346931,-112.287935,FSBI(score),90
2002SPOCA008,23156286,Birch Creek,17040208,Portneuf,Upper Snake,ID17040208SK015_03a,3,0.039232,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5396,PPBV,42.351687,-112.222316,FSBI(score),60
2002SPOCA009,23156298,Cherry Creek,17040208,Portneuf,Upper Snake,ID17040208SK014_02a,2,0.035756,2002,Other,Northern Basin and Range,High Elevation Forests and Shrublands,5682,PPBV,42.311694,-112.143422,FSBI(score),55
2002SPOCA010,23157592,Potter Creek,17040208,Portneuf,Upper Snake,ID17040208SK006_02f,1,0.049042,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,4901,PPBV,42.473651,-112.24518,FSBI(score),0
2002SPOCA011,23155962,Garden Creek,17040208,Portneuf,Upper Snake,ID17040208SK010_02a,2,0.025343,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5938,PPBV,42.605011,-112.368484,FSBI(score),45
2002SPOCA012,23155958,Garden Creek,17040208,Portneuf,Upper Snake,ID17040208SK010_02a,2,0.014022,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5515,PPBV,42.569269,-112.328504,FSBI(score),15
2002SPOCA013,23156274,Goodenough Creek,17040208,Portneuf,Upper Snake,ID17040208SK009_02b,2,0.045224,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5200,PPBV,42.652613,-112.264868,FSBI(score),60
2002SPOCA014,23155924,Bell Marsh Creek,17040208,Portneuf,Upper Snake,ID17040208SK008_02a,2,0.059419,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5423,PPBV,42.686846,-112.287258,FSBI(score),115
2002SPOCA015,23156796,West Fork Mink Creek,17040208,Portneuf,Upper Snake,ID17040208SK004_02b,2,0.054325,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5324,PPBV,42.724733,-112.426126,FSBI(score),95
2002SPOCA016,23156590,Webb Creek,17040208,Portneuf,Upper Snake,ID17040208SK023_02c,2,0.043834,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5269,PPBV,42.846299,-112.186641,FSBI(score),125
2002SPOCA017,23156240,Pebble Creek,17040208,Portneuf,Upper Snake,ID17040208SK022_03,3,0.037868,2002,Other,Northern Basin and Range,High Elevation Forests and Shrublands,5856,PPBV,42.735228,-112.056412,FSBI(score),75
2002SPOCA018,23156328,Toponce Creek,17040208,Portneuf,Upper Snake,ID17040208SK021_03a,3,0.020322,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5826,PPBV,42.874035,-112.052256,FSBI(score),40
2002SPOCA019,23156824,Robbers Roost Creek,17040208,Portneuf,Upper Snake,ID17040208SK016_02e,2,0.069643,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5551,PPBV,42.715232,-112.164183,FSBI(score),80
2002SPOCA020,23157028,Yellow Dog Creek,17040208,Portneuf,Upper Snake,ID17040208SK013_02b,1,0.030325,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5400,PPBV,42.539737,-112.369114,FSBI(score),35
2002SPOCA021,4558830,Jacobson Creek,16010202,Middle Bear,Bear River,ID16010202BR014_02d,2,0.04325,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,6184,PPBV,42.413845,-111.913641,FSBI(score),35
2002SPOCA022,1185251,Deep Creek,16020309,Curlew Valley,Bear River,ID16020309BR001_03a,3,0.002203,2002,Other,Northern Basin and Range,Sagebrush Steppe Valleys,4639,PPBV,42.112723,-112.667313,FSBI(score),0
2002SPOCA023,4603070,Malad River,16010204,Lower Bear-Malad,Bear River,ID16010204BR001_04,4,0.000017,2002,Other,Northern Basin and Range,Malad and Cache Valleys,4379,PPBV,42.085604,-112.247817,FSBI(score),0
2002SPOCA024,4602878,Elkhorn Creek,16010204,Lower Bear-Malad,Bear River,ID16010204BR008_02a,1,0.098223,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5295,PPBV,42.297124,-112.381819,FSBI(score),50
2002SPOCA025,4602344,Little Malad River,16010204,Lower Bear-Malad,Bear River,ID16010204BR008_04,4,0.002456,2002,Other,Northern Basin and Range,Malad and Cache Valleys,4445,PPBV,42.164161,-112.315595,FSBI(score),0
2002SPOCA026,4560882,Strawberry Creek,16010202,Middle Bear,Bear River,ID16010202BR007_02a,2,0.014228,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5082,PPBV,42.253537,-111.71614,FSBI(score),20
2002SPOCA027,4559460,Mink Creek,16010202,Middle Bear,Bear River,ID16010202BR007_03,3,0.006982,2002,Other,Northern Basin and Range,Malad and Cache Valleys,4445,PPBV,42.231121,-111.723788,FSBI(score),45
2002SPOCA028,4559538,Birch Creek,16010202,Middle Bear,Bear River,ID16010202BR007_02,2,0.052976,2002,Other,Wasatch And Uinta Mountains,Semiarid Foothills,5875,Mountains,42.209654,-111.670552,FSBI(score),80
2002SPOCA029,661360,Logan River,16010203,Little Bear-Logan,Bear River,ID16010203BR002_03,3,0.026046,2002,Other,Wasatch And Uinta Mountains,Semiarid Foothills,7693,Mountains,42.0116,-111.59963,FSBI(score),60
2002SPOCA030,24479995,Cedar Creek,17040207,Blackfoot,Upper Snake,ID17040207SK029_03,3,0.035762,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5223,PPBV,43.208909,-111.977852,FSBI(score),5
2002SPOCA031,24482599,Poison Creek,17040207,Blackfoot,Upper Snake,ID17040207SK009_02b,2,0.012627,2002,Other,Northern Basin and Range,Sagebrush Steppe Valleys,6525,PPBV,43.055761,-111.719071,FSBI(score),5
2002SPOCA032,24480169,Trail Creek,17040207,Blackfoot,Upper Snake,ID17040207SK002_02c,2,0.03101,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,6525,PPBV,43.129678,-111.910389,FSBI(score),30
2002SPOCA033,24482805,Poison Creek,17040207,Blackfoot,Upper Snake,ID17040207SK027_02b,2,0.022203,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5990,PPBV,43.145936,-111.860457,FSBI(score),25
2002SPOCA034,24479627,Rawlins Creek,17040207,Blackfoot,Upper Snake,ID17040207SK027_02,1,0.018885,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5957,PPBV,43.14232,-111.868416,FSBI(score),5
2002SPOCA035,24483049,Horse Creek,17040207,Blackfoot,Upper Snake,ID17040207SK027_02a,2,0.016526,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,6000,PPBV,43.135141,-111.864412,FSBI(score),15
2002SPOCA036,24480803,Coyote Creek,17040207,Blackfoot,Upper Snake,ID17040207SK005_02d,1,0.054532,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,6158,PPBV,42.984444,-111.883473,FSBI(score),0
2002SPOCA037,24480893,Wood Creek,17040207,Blackfoot,Upper Snake,ID17040207SK005_02c,1,0.033288,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,6026,PPBV,42.98492,-111.890705,FSBI(score),0
2002SPOCA038,24483073,UNT to Sunday Creek,17040207,Blackfoot,Upper Snake,ID17040207SK005_02e,1,0.029633,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,6095,PPBV,42.998121,-111.86692,FSBI(score),5
2002SPOCA039,24479581,Brush Creek,17040207,Blackfoot,Upper Snake,ID17040207SK026_03,3,0.021802,2002,Other,Northern Basin and Range,Semiarid Hills and Low Mountains,5830,PPBV,43.099845,-111.839097,FSBI(score),5
2002SPOCA040,24479597,Brush Creek,17040207,Blackfoot,Upper Snake,ID17040207SK026_03,3,0.000257,2002,Other,Northern Basin and Range,Sagebrush Steppe Valleys,6335,PPBV,43.076484,-111.777347,FSBI(score),0
2002SPOCA041,24479481,Chippy Creek,17040207,Blackfoot,Upper Snake,ID17040207SK021_03,3,0.003311,2002,Other,Northern Basin and Range,Cold Valleys,6591,PPBV,42.924373,-111.313457,FSBI(score),10
2002SPOCA042,24481031,Olsen Creek,17040207,Blackfoot,Upper Snake,ID17040207SK021_02a,1,0.045736,2002,Other,Northern Basin and Range,Partly Forested Mountains,6751,Foothills,42.915833,-111.332536,FSBI(score),65
2002SPOCA043,24481593,Timber Creek,17040207,Blackfoot,Upper Snake,ID17040207SK016_02d,2,0.059218,2002,Other,Middle Rockies,Partly Forested Mountains,7096,Foothills,42.708646,-111.18581,FSBI(score),70
2002SPOCA044,24479473,Lanes Creek,17040207,Blackfoot,Upper Snake,ID17040207SK018_02a,1,0.040552,2002,Other,Middle Rockies,Partly Forested Mountains,7152,Foothills,42.933436,-111.222049,FSBI(score),80
2002SPOCA045,24479783,Sheep Creek,17040207,Blackfoot,Upper Snake,ID17040207SK022_03,4,0.018218,2002,Other,Northern Basin and Range,Partly Forested Mountains,6525,Foothills,42.862702,-111.334177,FSBI(score),110
2002SPOCA046,24479409,Diamond Creek,17040207,Blackfoot,Upper Snake,ID17040207SK016_03a,3,0.00347,2002,Other,Middle Rockies,Partly Forested Mountains,6758,Foothills,42.732273,-111.222216,FSBI(score),15
2002SPOCA047,24479421,Diamond Creek,17040207,Blackfoot,Upper Snake,ID17040207SK016_03a,3,0.016251,2002,Other,Middle Rockies,Partly Forested Mountains,7112,Foothills,42.665672,-111.200331,FSBI(score),15
2002SPOCA048,24479423,Diamond Creek,17040207,Blackfoot,Upper Snake,ID17040207SK016_02a,2,0.027415,2002,Other,Middle Rockies,Partly Forested Mountains,7217,Foothills,42.651277,-111.200831,FSBI(score),35
2002SPOCA049,23134001,Tincup Creek,17040105,Salt,Upper Snake,ID17040105SK003_03,3,0.026642,2002,Other,Middle Rockies,Partly Forested Mountains,6243,Foothills,42.97504,-111.200408,FSBI(score),75
