"","siteid","sitename","stream","source","lat","long","comid","siteclass","order","au","georef_ID305b_cycle","georef_notes","sed_tmdl","l4_code","l4_name","deq_region","blm_ecoregion","basin","huc4code","huc4name","source_sitetype","sampleid","year","sample_date","bankfull_width_m","bankfull_width_category","pct_fine","pct_fine_fraction","sample_FSBI","SMI2","SMI2_benchmark","BURP_sitescore","OE","OE_benchmark","OE_model","framework_fines_ref_benchmark","framework_FSBI_ref_benchmark","framework_SME75_benchmark","blm_fines_ref_benchmark","has_both"
"259","2008SCDAA048","2008SCDAA048","Lost Creek","DEQ BURP",48.74714,-116.418999,22905741,"Foothills","1","ID17010104PN012_02",2022,NA,"N","15m","Kootenai Valley","CDA","NorthernRockies","Panhandle",17010104,"Lower Kootenai","","2008SCDAA048","2008",NA,2.73333333333333,"< 10 m",5.13,"< 2.5 mm",160,60,53,2.67,NA,NA,NA,39.5,80,52,29,"Y"
"260","SA-TR-31109","SA-TR-31109",NA,"BLM",44.772995,-113.673639,23513838,"Foothills","1","ID17060204SL015_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Salmon",17060204,"Lemhi",NA,NA,"2021",2021-08-25,0,"< 10 m",0,"< 2 mm",NA,NA,53,NA,NA,NA,"",39.5,80,52,29,"N"
"261","2001SIDFA048","2001SIDFA048","School Section Creek","DEQ BURP",44.460657,-112.233177,23223822,"Foothills","1","ID17040214SK023_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","Other","2001SIDFA048","2001",NA,1.49666666666667,"< 10 m",58.52,"< 2.5 mm",40,62,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"262","2023","099-06-K","Pass","USFS-PIBO",43.986608,-113.449831,23238404,"Foothills","2","ID17040218SK009_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Upper Snake",17040218,"Big Lost","Managed","6105","2011",2011-10-28,2.31,"< 10 m",15.38,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",28.3,80,61,29,"N"
"263","1998SIDFA048","1998SIDFA048","Dry Creek","DEQ BURP",44.392312,-112.508834,23227778,"Foothills","1","ID17040215SK009_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","Other","1998SIDFA048","1998",NA,3.46666666666667,"< 10 m",29.44,"< 2.5 mm",75,60,53,2.33,NA,NA,NA,39.5,80,52,29,"Y"
"264","2028","099-14-K","Horsethief","USFS-PIBO",43.608349,-113.730837,23241160,"Foothills","1","ID17040218SK052_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Upper Snake",17040218,"Big Lost","Managed","9332","2016",2016-06-16,1.84,"< 10 m",28.42,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",39.5,80,52,29,"N"
"265","2004SIDFA038","2004SIDFA038","Webber Creek","DEQ BURP",44.360977,-112.656575,23227844,"Foothills","2","ID17040215SK017_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","Other","2004SIDFA038","2004",NA,4.5,"< 10 m",35,"< 2.5 mm",60,43,53,1.5,NA,NA,NA,28.3,80,61,29,"Y"
"266","82","017-01-I","Dubius","USFS-PIBO",48.400458,-116.921598,22989845,"Foothills","1","ID17010215PN001_02",2022,NA,"N","15u","Inland Maritime Foothills and Valleys","CRO","NorthernRockies","Panhandle",17010215,"Priest","Managed","6522","2012",2012-06-24,2.72,"< 10 m",15.84,"< 2 mm",35,NA,53,NA,0.761559,0.78,"USFS-PIBO",39.5,80,52,29,"Y"
"267","1997SIDFL075","1997SIDFL075","South Boone Creek","DEQ BURP",44.077811,-110.986222,23143819,"Foothills","2","ID17040203SK010_03",2022,NA,"N","17j","No Data","IDF","NorthernRockies","Upper Snake",17040203,"Lower Henrys","","1997SIDFL075","1997",NA,8.53333333333333,"< 10 m",21.05,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"268","1998SIDFA016","1998SIDFA016","East Fork Spring Creek","DEQ BURP",44.368304,-112.025449,23224212,"Foothills","1","ID17040214SK016_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","Other","1998SIDFA016","1998",NA,2.7,"< 10 m",21.83,"< 2.5 mm",75,45,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"269","SA-TR-12421","SA-TR-12421","Stroud Creek","BLM",44.66369433,-113.5441737,23514100,"Foothills","1","ID17060204SL028_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Salmon",17060204,"Lemhi",NA,"178585","2021",2021-08-06,3.03,"< 10 m",10.5,"< 2 mm",115,NA,53,NA,0.93492,0.63,"ColumbiaRiverBasin_PIBO",39.5,80,52,29,"Y"
"270","2005SCDAA037","2005SCDAA037","Fish Creek","DEQ BURP",48.099994,-116.660618,24115493,"Foothills","2","ID17010214PN015_02",2022,NA,"Y","15u","Inland Maritime Foothills and Valleys","CDA","NorthernRockies","Panhandle",17010214,"Pend Oreille Lake","Other","2005SCDAA037","2005",NA,2.43333333333333,"< 10 m",34.22,"< 2.5 mm",125,64,53,3,NA,NA,NA,28.3,80,61,29,"Y"
"271","2004SCDAA002","2004SCDAA002","Lewellen Creek","DEQ BURP",47.921025,-116.610512,23015720,"Foothills","2","ID17010305PN011_02",2022,NA,"N","15s","Spokane Valley Outwash Plains","CDA","NorthernRockies","Panhandle",17010305,"Upper Spokane","Other","2004SCDAA002","2004",NA,3.2,"< 10 m",61.05,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"272","2018SIDFA026","2018SIDFA026","Moose Creek","DEQ BURP",43.562792,-111.050028,24469742,"Foothills","2","ID17040204SK039_02",2022,NA,"N","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040204,"Teton","","2018SIDFA026","2018",NA,9.5,"< 10 m",12.98,"< 2.5 mm",160,77,53,3,NA,NA,NA,28.3,80,61,29,"Y"
"273","1995SCDAB004","1995SCDAB004","Alder Creek","DEQ BURP",47.206707,-116.694458,23003887,"Foothills","2","ID17010304PN008_02",2022,NA,"Y","15v","Northern Idaho Hills and Low Relief Mountains","CDA","NorthernRockies","Panhandle",17010304,"St. Joe","","1995SCDAB004","1995",NA,8.1,"< 10 m",18.54,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"274","349","070-14-K","E.F. John Day","USFS-PIBO",45.575732,-116.217426,23562025,"Foothills","1","ID17060209SL033_02",2022,NA,"N","11g","Canyons and Dissected Uplands","LRO","NorthernRockies","Salmon",17060209,"Lower Salmon","Managed","7966","2014",2014-08-14,3.16,"< 10 m",8.79,"< 2 mm",NA,NA,53,NA,NA,0.78,"USFS-PIBO",39.5,80,52,29,"N"
"275","2021SIDFA003","2021SIDFA003","Warm Springs Creek","DEQ BURP",44.242495,-112.648969,23228156,"Foothills","2","ID17040215SK020_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","","2021SIDFA003","2021",NA,1.16666666666667,"< 10 m",53.21,"< 2.5 mm",20,31,53,1.5,NA,NA,NA,28.3,80,61,29,"Y"
"276","2018SPOCA010","2018SPOCA010","Webster Creek","DEQ BURP",42.75499,-111.10795,23135405,"Foothills","2","ID17040105SK007_02e",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","","2018SPOCA010","2018",NA,1.93333333333333,"< 10 m",24.73,"< 2.5 mm",85,53,53,2.33,NA,NA,NA,28.3,80,61,29,"Y"
"277","2004SIDFA027","2004SIDFA027","Jesse Creek","DEQ BURP",44.598243,-111.295687,24460898,"Foothills","2","ID17040202SK029_02",2022,NA,"N","17j","Yellowstone Plateau","IDF","NorthernRockies","Upper Snake",17040202,"Upper Henrys","Reference","2004SIDFA027","2004",NA,3.13333333333333,"< 10 m",38.99,"< 2.5 mm",155,75,53,3,NA,NA,NA,28.3,80,61,29,"Y"
"278","1998SIDFB085","1998SIDFB085","Briney Creek","DEQ BURP",44.967899,-113.951699,23505190,"Foothills","1","ID17060203SL047_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060203,"Middle Salmon-Panther","Other","1998SIDFB085","1998",NA,1.06666666666667,"< 10 m",29.57,"< 2.5 mm",90,64,53,3,NA,NA,NA,39.5,80,52,29,"Y"
"279","1995SPOCA047","1995SPOCA047","Sage Creek","DEQ BURP",42.656153,-111.176469,23134301,"Foothills","1","ID17040105SK009_02a",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","","1995SPOCA047","1995",NA,1.28,"< 10 m",24.69,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"280","2001SIDFE066","2001SIDFE066","Horsethief Creek","DEQ BURP",43.625857,-113.729164,23241116,"Foothills","2","ID17040218SK052_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040218,"Big Lost","Other","2001SIDFE066","2001",NA,2.06666666666667,"< 10 m",22,"< 2.5 mm",45,31,53,1.33,NA,NA,NA,28.3,80,61,29,"Y"
"281","2013SIDFA036","2013SIDFA036","Webber Creek","DEQ BURP",44.360925,-112.656217,23227844,"Foothills","2","ID17040215SK017_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","","2013SIDFA036","2013",NA,3.46666666666667,"< 10 m",20.38,"< 2.5 mm",55,63,53,3,NA,NA,NA,28.3,80,61,29,"Y"
"282","2016SIDFA016","2016SIDFA016","Webber Creek","DEQ BURP",44.360983,-112.656654,23227844,"Foothills","2","ID17040215SK017_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","","2016SIDFA016","2016",NA,3.16666666666667,"< 10 m",38.67,"< 2.5 mm",35,56,53,2.33,NA,NA,NA,28.3,80,61,29,"Y"
"283","MN-SS-1123","MN-SS-1123","Horse Creek","BLM",44.1053,-113.1869,23233821,"Foothills","1","ID17040217SK009_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Upper Snake",17040217,"Little Lost",NA,"153122","2013",2013-07-31,2.18,"< 10 m",66,"< 2 mm",100,NA,53,NA,0.882546,0.63,"ColumbiaRiverBasin_PIBO",39.5,80,52,29,"Y"
"284","2017SIDFA022","2017SIDFA022","North Fork Cow Creek","DEQ BURP",44.771192,-113.930463,23505708,"Foothills","1","ID17060203SL055_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060203,"Middle Salmon-Panther","","2017SIDFA022","2017",NA,3.58333333333333,"< 10 m",5.85,"< 2.5 mm",80,57,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"285","2004SPOCA067","2004SPOCA067","Stewart Canyon","DEQ BURP",42.692122,-111.2146,24481637,"Foothills","2","ID17040207SK016_02f",2022,NA,"Y","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040207,"Blackfoot","Other","2004SPOCA067","2004",NA,2.13333333333333,"< 10 m",65.75,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"286","1412","130-02-I","North Hornet","USFS-PIBO",44.880035,-116.574498,24184508,"Foothills","2","ID17050124SW021_02",2022,NA,"N","11i","Continental Zone Foothills","BRO","NorthernRockies","Southwest",17050124,"Weiser","Managed","8606","2015",2015-07-28,6.84,"< 10 m",4.76,"< 2 mm",5,NA,53,NA,0.413535,0.78,"USFS-PIBO",28.3,80,61,29,"Y"
"287","US-SS-12190","US-SS-12190","EAST FORK INDIAN CREEK","BLM",44.36484,-112.402923,23227744,"Foothills","2","ID17040215SK004_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","sediment reference","167807","2017",2017-06-24,4.76,"< 10 m",2.4,"< 2 mm",100,NA,53,NA,0.750735,0.63,"ColumbiaRiverBasin_PIBO",28.3,80,61,29,"Y"
"288","1999SPOCA030","1999SPOCA030","Bechler Creek","DEQ BURP",42.852475,-111.142867,23135161,"Foothills","2","ID17040105SK006_02b",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","Reference","1999SPOCA030","1999",NA,2.6,"< 10 m",25.88,"< 2.5 mm",75,60,53,2.5,NA,NA,NA,28.3,80,61,29,"Y"
"289","SA-TR-1226","SA-TR-1226","GROUSE CREEK - TARGET","BLM",44.871382,-113.780224,23514596,"Foothills","2","ID17060204SL012_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Salmon",17060204,"Lemhi","sediment reference","164308","2017",2017-07-23,1.59,"< 10 m",19,"< 2 mm",115,NA,53,NA,0.995792,0.63,"ColumbiaRiverBasin_PIBO",28.3,80,61,29,"Y"
"290","PO-SS-1016","PO-SS-1016","UNNAMED","BLM",43.077465,-111.357492,23150382,"Foothills","1","ID17040205SK021_02",2022,NA,"N","17o","Partly Forested Mountains","IRO","NorthernRockies","Upper Snake",17040205,"Willow","sediment reference","176559","2020",2020-07-07,1.95,"< 10 m",51.2,"< 2 mm",65,NA,53,NA,0.783106,0.63,"ColumbiaRiverBasin_PIBO",39.5,80,52,29,"Y"
"291","1997SPOCA042","1997SPOCA042","Georgetown Creek","DEQ BURP",42.559907,-111.252208,4468307,"Foothills","2","ID16010201BR022_02b",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Bear River",16010201,"Bear Lake","","1997SPOCA042","1997",NA,1.65,"< 10 m",25.77,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"292","CTG-SS-1001","CTG-SS-1001",NA,"BLM",45.892581,-116.593645,24220241,"Foothills","1","ID17060101SL028_02",2022,NA,"N","11f","Canyons and Dissected Highlands","LRO","NorthernRockies","Salmon",17060101,"Hells Canyon","sediment degraded","172410","2019",2019-08-25,1.65,"< 10 m",67.1,"< 2 mm",0,NA,53,NA,0.36029923,0.63,"ColumbiaRiverBasin_PIBO",39.5,80,52,29,"Y"
"293","1994SIDFA085","1994SIDFA085","Medicine Lodge Creek","DEQ BURP",44.369113,-112.602863,23227790,"Foothills","2","ID17040215SK011_02",2022,NA,"Y","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","","1994SIDFA085","1994",NA,8.2,"< 10 m",13.59,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"294","1997SIDFL099","1997SIDFL099","Withington Creek","DEQ BURP",45.040885,-113.797078,23513494,"Foothills","2","ID17060204SL003b_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060204,"Lemhi","","1997SIDFL099","1997",NA,3.96666666666667,"< 10 m",28.03,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"295","2004SDEQA008","2004SDEQA008","Moose Creek","DEQ BURP",43.563101,-111.047598,24469742,"Foothills","2","ID17040204SK039_02",2022,NA,"N","17o","Partly Forested Mountains","DEQ","NorthernRockies","Upper Snake",17040204,"Teton","Other","2004SDEQA008","2004",NA,8.13333333333333,"< 10 m",18.37,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"296","1998SIDFA044","1998SIDFA044","South Fork Fritz Creek","DEQ BURP",44.404607,-112.739207,23228014,"Foothills","1","ID17040215SK016_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","Other","1998SIDFA044","1998",NA,1.7,"< 10 m",47.17,"< 2.5 mm",0,18,53,1,NA,NA,NA,39.5,80,52,29,"Y"
"297","1998SIDFB135","1998SIDFB135","Mahogany Creek","DEQ BURP",44.557896,-113.740604,23499631,"Foothills","1","ID17060202SL034_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060202,"Pahsimeroi","Reference","1998SIDFB135","1998",NA,2.03333333333333,"< 10 m",16.15,"< 2.5 mm",100,66,53,3,NA,NA,NA,39.5,80,52,29,"Y"
"298","CTG-SS-1012","CTG-SS-1012","RICKMAN CREEK","BLM",45.982758,-116.587652,23562613,"Foothills","1","ID17060209SL001_02",2022,NA,"N","11g","Canyons and Dissected Uplands","LRO","NorthernRockies","Salmon",17060209,"Lower Salmon",NA,"176518","2020",2020-07-11,3.56,"< 10 m",17,"< 2 mm",35,NA,53,NA,0.589911,0.63,"ColumbiaRiverBasin_PIBO",39.5,80,52,29,"Y"
"299","CN-SS-49434","CN-SS-49434","BRADSHAW CREEK","BLM",44.093115,-114.052151,23241590,"Foothills","2","ID17040218SK022_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Upper Snake",17040218,"Big Lost",NA,NA,"2019",2019-09-08,0,"< 10 m",0,"< 2 mm",NA,NA,53,NA,NA,NA,"",28.3,80,61,29,"N"
"300","SA-TR-53432","SA-TR-53432",NA,"BLM",44.78438,-113.677615,23513838,"Foothills","1","ID17060204SL015_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Salmon",17060204,"Lemhi",NA,NA,"2021",2021-08-25,0,"< 10 m",0,"< 2 mm",NA,NA,53,NA,NA,NA,"",39.5,80,52,29,"N"
"301","2004SPOCA051","2004SPOCA051","Chicken Creek","DEQ BURP",42.994809,-111.147651,23134913,"Foothills","1","ID17040105SK003_02g",2022,NA,"N","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040105,"Salt","Other","2004SPOCA051","2004",NA,0.8,"< 10 m",74.7,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"302","1997SLEWA004","1997SLEWA004","Allison Creek","DEQ BURP",45.460083,-116.167139,23560585,"Mountains","2","ID17060209SL029_02",2022,NA,"N","16j","Hot Dry Canyons","LEW","NorthernRockies","Salmon",17060209,"Lower Salmon","","1997SLEWA004","1997",NA,5.41666666666667,"< 10 m",33.52,"< 2.5 mm",NA,NA,52,NA,NA,NA,NA,28.3,145,54,29,"N"
"303","2003SIDFA053","2003SIDFA053","Myers Creek","DEQ BURP",44.261481,-112.713824,23228112,"Foothills","1","ID17040215SK021_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","Other","2003SIDFA053","2003",NA,1.73333333333333,"< 10 m",48.13,"< 2.5 mm",45,40,53,2,NA,NA,NA,39.5,80,52,29,"Y"
"304","2008SIDFA170","2008SIDFA170","Telephone Creek","DEQ BURP",44.417992,-112.17875,23224038,"Foothills","1","ID17040214SK018_02",2022,NA,"N","17ab","Barren Mountains","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","","2008SIDFA170","2008",NA,1.46666666666667,"< 10 m",78.04,"< 2.5 mm",20,56,53,1.5,NA,NA,NA,39.5,80,52,29,"Y"
"305","2002SLEWA004","2002SLEWA004","Moose Creek","DEQ BURP",46.890958,-116.489056,23607270,"Foothills","2","ID17060306CL053_02",2022,NA,"N","15v","Northern Idaho Hills and Low Relief Mountains","LEW","NorthernRockies","Clearwater",17060306,"Clearwater","Other","2002SLEWA004","2002",NA,2.1,"< 10 m",100,"< 2.5 mm",45,52,53,1.67,NA,NA,NA,28.3,80,61,29,"Y"
"306","SA-SS-11322","SA-SS-11322","Henry Creek","BLM",45.05252,-113.93699,23505074,"Foothills","2","ID17060203SL046_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Salmon",17060203,"Middle Salmon-Panther",NA,"158327","2016",2016-06-07,1.63,"< 10 m",18.5,"< 2 mm",95,NA,53,NA,0.823497,0.63,"ColumbiaRiverBasin_PIBO",28.3,80,61,29,"Y"
"307","1358","093-13-I","Basin","USFS-PIBO",44.05587,-113.415479,23233937,"Foothills","2","ID17040217SK024_02",2022,NA,"Y","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Upper Snake",17040217,"Little Lost","Managed","1883","2005",2005-07-17,2,"< 10 m",63.81,"< 2 mm",5,NA,53,NA,0.297,0.78,"USFS-PIBO",28.3,80,61,29,"Y"
"308","2016SIDFA029","2016SIDFA029","Little Eightmile Creek","DEQ BURP",44.765234,-113.444231,23513170,"Foothills","2","ID17060204SL052b_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060204,"Lemhi","","2016SIDFA029","2016",NA,2.53333333333333,"< 10 m",29.38,"< 2.5 mm",170,73,53,3,NA,NA,NA,28.3,80,61,29,"Y"
"309","2014SIDFA003","2014SIDFA003","Webber Creek","DEQ BURP",44.360981,-112.656629,23227844,"Foothills","2","ID17040215SK017_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","","2014SIDFA003","2014",NA,4.53333333333333,"< 10 m",42.31,"< 2.5 mm",115,62,53,2.67,NA,NA,NA,28.3,80,61,29,"Y"
"310","2001SIDFF029","2001SIDFF029","Badger Creek","DEQ BURP",44.111242,-113.133975,23233063,"Foothills","2","ID17040217SK008_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040217,"Little Lost","Other","2001SIDFF029","2001",NA,5.93333333333333,"< 10 m",61.27,"< 2.5 mm",NA,NA,53,2.5,NA,NA,NA,28.3,80,61,29,"N"
"311","2005SCDAA040","2005SCDAA040","Syringa Creek","DEQ BURP",48.287307,-116.586395,24115359,"Foothills","2","ID17010214PN054_02",2022,NA,"N","15u","Inland Maritime Foothills and Valleys","CDA","NorthernRockies","Panhandle",17010214,"Pend Oreille Lake","Other","2005SCDAA040","2005",NA,4.86666666666667,"< 10 m",38.42,"< 2.5 mm",25,40,53,1.33,NA,NA,NA,28.3,80,61,29,"Y"
"312","US-SS-15366","US-SS-15366","STODDARD GULCH / CREEK","BLM",43.659678,-113.651252,23241068,"Foothills","1","ID17040218SK052_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IRO","NorthernRockies","Upper Snake",17040218,"Big Lost",NA,"176566","2020",2020-08-18,1.53,"< 10 m",42.2,"< 2 mm",60,NA,53,NA,0.895563,0.63,"ColumbiaRiverBasin_PIBO",39.5,80,52,29,"Y"
"313","325","067-05-I","Little Boulder","USFS-PIBO",46.769596,-116.439934,23607884,"Foothills","2","ID17060306CL050_02",2022,NA,"N","15v","Northern Idaho Hills and Low Relief Mountains","LRO","NorthernRockies","Clearwater",17060306,"Clearwater","Managed","6022","2011",2011-06-21,3.11,"< 10 m",41,"< 2 mm",55,NA,53,NA,0.80363,0.78,"USFS-PIBO",28.3,80,61,29,"Y"
"314","2016SIDFA023","2016SIDFA023","Short Creek","DEQ BURP",44.199338,-113.607889,23498947,"Foothills","1","ID17060202SL026_02",2022,NA,"Y","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060202,"Pahsimeroi","","2016SIDFA023","2016",NA,1.2,"< 10 m",28.04,"< 2.5 mm",20,30,53,1.5,NA,NA,NA,39.5,80,52,29,"Y"
"315","2022SLEWA013","2022SLEWA013","Hatter Creek","DEQ BURP",46.837086,-116.826786,23460177,"Foothills","2","ID17060108CL015a_02",2022,NA,"Y","15v","Northern Idaho Hills and Low Relief Mountains","LEW","NorthernRockies","Clearwater",17060108,"Palouse","","2022SLEWA013","2022",NA,3,"< 10 m",47.34,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"316","2014SCDAA084","2014SCDAA084","Falls Creek","DEQ BURP",48.07499,-116.42738,24115667,"Foothills","1","ID17010214PN018_02a",2022,NA,"N","15u","Inland Maritime Foothills and Valleys","CDA","NorthernRockies","Panhandle",17010214,"Pend Oreille Lake","","2014SCDAA084","2014",NA,3.83333333333333,"< 10 m",12.5,"< 2.5 mm",135,62,53,3,NA,NA,NA,39.5,80,52,29,"Y"
"317","2001SIDFV003","2001SIDFV003","Webber Creek","DEQ BURP",44.360866,-112.656581,23227844,"Foothills","2","ID17040215SK017_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Upper Snake",17040215,"Medicine Lodge","Other","2001SIDFV003","2001",NA,5.69666666666667,"< 10 m",36.36,"< 2.5 mm",110,51,53,1.5,NA,NA,NA,28.3,80,61,29,"Y"
"318","1998SIDFB013","1998SIDFB013","Pipe Creek","DEQ BURP",43.450628,-111.657377,23149220,"Foothills","1","ID17040205SK031_02",2022,NA,"Y","17o","Partly Forested Mountains","IDF","NorthernRockies","Upper Snake",17040205,"Willow","Other","1998SIDFB013","1998",NA,2.61666666666667,"< 10 m",84.09,"< 2.5 mm",0,31,53,1,NA,NA,NA,39.5,80,52,29,"Y"
"319","1997SIDFM041","1997SIDFM041","Allison Creek","DEQ BURP",44.78147,-113.927316,23503798,"Foothills","1","ID17060203SL056_02",2022,NA,"N","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060203,"Middle Salmon-Panther","","1997SIDFM041","1997",NA,3.13333333333333,"< 10 m",47.46,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,39.5,80,52,29,"N"
"320","2008SIDFA171","2008SIDFA171","Pete Creek","DEQ BURP",44.477315,-112.064368,23223704,"Mountains","2","ID17040214SK013_02",2022,NA,"N","17e","Barren Mountains","IDF","NorthernRockies","Upper Snake",17040214,"Beaver-Camas","","2008SIDFA171","2008",NA,2.13333333333333,"< 10 m",44.98,"< 2.5 mm",55,48,52,1.5,NA,NA,NA,28.3,145,54,29,"Y"
"321","2006SPOCA030","2006SPOCA030","Kendall Canyon Creek","DEQ BURP",42.779133,-111.279708,24481433,"Foothills","2","ID17040207SK016_02i",2022,NA,"Y","17o","Partly Forested Mountains","POC","NorthernRockies","Upper Snake",17040207,"Blackfoot","Other","2006SPOCA030","2006",NA,2.8,"< 10 m",62.43,"< 2.5 mm",120,60,53,2.33,NA,NA,NA,28.3,80,61,29,"Y"
"322","2003SBOIA003","2003SBOIA003","Boulder Creek","DEQ BURP",45.116866,-116.435654,23568955,"Foothills","2","ID17060210SL005_02",2022,NA,"N","11f","Canyons and Dissected Highlands","BOI","NorthernRockies","Salmon",17060210,"Little Salmon","Other","2003SBOIA003","2003",NA,8.86666666666667,"< 10 m",14.65,"< 2.5 mm",NA,NA,53,NA,NA,NA,NA,28.3,80,61,29,"N"
"323","2000SCDAA003","2000SCDAA003","Quartz Creek","DEQ BURP",48.334874,-116.924728,22989219,"Foothills","2","ID17010215PN029_02",2022,NA,"N","15u","Inland Maritime Foothills and Valleys","CDA","NorthernRockies","Panhandle",17010215,"Priest","Other","2000SCDAA003","2000",NA,3.21666666666667,"< 10 m",100,"< 2.5 mm",35,73,53,2,NA,NA,NA,28.3,80,61,29,"Y"
