"","siteid","sitename","stream","source","lat","long","comid","au","order","georef_ID305b_cycle","georef_notes","sed_tmdl","siteclass","l4_code","l4_name","deq_region","blm_ecoregion","basin","huc4code","huc4name","source_sitetype","AIM_OE_model","AIM_Evaluation_ID"
"3634","1997STWFB034","1997STWFB034","Bruneau River","DEQ BURP",42.336589,-115.646544,23284293,"ID17050102SW013_05","5","2022",NA,"N","PPBV","80a","Dissected High Lava Plateau","TWF","NorthernXericBasin","Southwest",17050102,"Bruneau","",NA,NA
"3635","1997STWFB035","1997STWFB035","Marys Creek","DEQ BURP",42.31235,-115.826951,23284115,"ID17050102SW016_04","4","2022",NA,"N","PPBV","80a","Dissected High Lava Plateau","TWF","NorthernXericBasin","Southwest",17050102,"Bruneau","",NA,NA
"3636","1997STWFB036","1997STWFB036","Sheep Creek","DEQ BURP",42.209769,-115.747528,23284183,"ID17050102SW014_04","4","2022",NA,"N","PPBV","80a","Dissected High Lava Plateau","TWF","NorthernXericBasin","Southwest",17050102,"Bruneau","",NA,NA
"3637","1997STWFB037","1997STWFB037","Coal Pit Creek","DEQ BURP",42.252061,-114.165681,24493786,"ID17040212SK024_02","1","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","",NA,NA
"3638","1997STWFB038","1997STWFB038","China Creek","DEQ BURP",42.039548,-114.802687,23196116,"ID17040213SK008_03","3","2022",NA,"Y","PPBV","80a","Dissected High Lava Plateau","TWF","NorthernXericBasin","Upper Snake",17040213,"Salmon Falls","",NA,NA
"3639","1997STWFB039","1997STWFB039","Van Camp Creek","DEQ BURP",42.336749,-113.045265,23177447,"ID17040210SK022_02","2","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040210,"Raft","",NA,NA
"3640","1997STWFB040","1997STWFB040","Goose Creek","DEQ BURP",42.047045,-113.948379,23184885,"ID17040211SK005_05","5","2022",NA,"Y","PPBV","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040211,"Goose","",NA,NA
"3641","1997STWFB041","1997STWFB041","Birch Creek","DEQ BURP",42.018877,-113.959997,23185031,"ID17040211SK009_03","3","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040211,"Goose","",NA,NA
"3642","1997STWFB042","1997STWFB042","Cold Creek","DEQ BURP",42.105957,-113.86917,23185057,"ID17040211SK005_03","3","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040211,"Goose","",NA,NA
"3643","1997STWFB043","1997STWFB043","East Fork Rock Creek","DEQ BURP",42.557661,-112.776068,23163095,"ID17040209SK010_03","3","2022",NA,"Y","PPBV","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040209,"Lake Walcott","",NA,NA
"3644","1997STWFB044","1997STWFB044","South Fork Rock Creek","DEQ BURP",42.652975,-113.016115,23162851,"ID17040209SK008_04","4","2022",NA,"Y","PPBV","12g","Eastern Snake River Basalt Plains","TWF","NorthernXericBasin","Upper Snake",17040209,"Lake Walcott","",NA,NA
"3645","1997STWFB045","1997STWFB045","Second Fork Rock Creek","DEQ BURP",42.234349,-114.231482,24493870,"ID17040212SK018_02","2","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","",NA,NA
"3646","1997STWFB046","1997STWFB046","Third Fork Rock Creek","DEQ BURP",42.233374,-114.232545,24491186,"ID17040212SK018_03","3","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","",NA,NA
"3647","1997STWFB047","1997STWFB047","Billys Hole Creek","DEQ BURP",42.231073,-114.09541,23185765,"ID17040211SK001_02","2","2022",NA,"N","PPBV","80b","Semiarid Hills and Low Mountains","TWF","NorthernXericBasin","Upper Snake",17040212,"Upper Snake-Rock","",NA,NA
"3648","1997STWFB048","1997STWFB048","Liberal Creek","DEQ BURP",43.518718,-114.708922,23388945,"ID17050113SW018_03","3","2022",NA,"N","Mountains","16d","Dry Partly Wooded Mountains","TWF","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"3649","1997STWFB049","1997STWFB049","Cannonball Creek","DEQ BURP",43.497562,-114.734896,23389519,"ID17050113SW018_02","1","2022",NA,"N","Mountains","16d","Dry Partly Wooded Mountains","TWF","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"3650","1997STWFB050","1997STWFB050","Bear Creek","DEQ BURP",43.714578,-114.984384,23387387,"ID17050113SW021_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","TWF","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"3651","1997STWFB051","1997STWFB051","Goat Creek","DEQ BURP",43.716839,-114.982187,23388577,"ID17050113SW021_02","2","2022",NA,"N","Mountains","16k","Southern Forested Mountains","TWF","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"3652","1997STWFB052","1997STWFB052","Barlow Creek","DEQ BURP",43.640373,-114.846507,23388699,"ID17050113SW019_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","TWF","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"3653","1997STWFB053","1997STWFB053","Skillern Creek","DEQ BURP",43.646322,-114.818419,23388691,"ID17050113SW019_02","2","2022",NA,"N","Mountains","16k","Southern Forested Mountains","TWF","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"3654","1997STWFB054","1997STWFB054","Salt Creek","DEQ BURP",43.604797,-114.870678,23388775,"ID17050113SW018_03","3","2022",NA,"N","Mountains","16k","Southern Forested Mountains","TWF","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"3655","1997STWFB055","1997STWFB055","Miller Creek","DEQ BURP",43.602134,-114.883241,23388785,"ID17050113SW018_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","TWF","NorthernRockies","Southwest",17050113,"South Fork Boise","",NA,NA
"3656","1998RBOIP001","1998RBOIP001","Weiser River","DEQ BURP",44.236046,-116.856599,947050199,"ID17050124SW001_06a","6","2022",NA,"Y","PPBV","12a","Treasure Valley","BOI","NorthernXericBasin","Southwest",17050124,"Weiser","",NA,NA
"3657","1998RBOIP002","1998RBOIP002","Little Salmon River","DEQ BURP",45.122297,-116.299686,23568983,"ID17060210SL001_05","5","2022",NA,"N","Foothills","11e","Wallowas/Seven Devils Mountains","BOI","NorthernRockies","Salmon",17060210,"Little Salmon","",NA,NA
"3658","1998RBOIP003","1998RBOIP003","South Fork Payette River","DEQ BURP",44.074168,-115.598819,24158529,"ID17050120SW001_04","4","2022",NA,"N","Mountains","16j","Hot Dry Canyons","BOI","NorthernRockies","Southwest",17050120,"South Fork Payette","",NA,NA
"3659","1998RBOIP004","1998RBOIP004","Snake River","DEQ BURP",44.092873,-116.949315,23409833,"ID17050115SW001_08","8","2022",NA,"Y","PPBV","12a","Treasure Valley","BOI","NorthernXericBasin","Southwest",17050115,"Middle Snake-Payette","",NA,NA
"3660","1998RBOIP005","1998RBOIP005","South Fork Owyhee River","DEQ BURP",42.180741,-116.874322,23333040,"ID17050105SW001_07","7","2022",NA,"N","PPBV","80a","Dissected High Lava Plateau","BOI","NorthernXericBasin","Southwest",17050105,"South Fork Owyhee","",NA,NA
"3661","1998RBOIP006","1998RBOIP006","Payette River","DEQ BURP",44.082291,-116.953997,24166124,"ID17050122SW001_06","6","2022",NA,"N","PPBV","12a","Treasure Valley","BOI","NorthernXericBasin","Southwest",17050122,"Payette","",NA,NA
"3662","1998RCDAP001","1998RCDAP001","Spokane River","DEQ BURP",47.688856,-116.806129,23015070,"ID17010305PN004_04","4","2022",NA,"N","Foothills","15s","Spokane Valley Outwash Plains","CDA","NorthernRockies","Panhandle",17010305,"Upper Spokane","",NA,NA
"3663","1998RCDAP002","1998RCDAP002","Spokane River","DEQ BURP",47.696168,-116.915571,23015066,"ID17010305PN004_04","4","2022",NA,"N","Foothills","15s","Spokane Valley Outwash Plains","CDA","NorthernRockies","Panhandle",17010305,"Upper Spokane","",NA,NA
"3664","1998RCDAP003","1998RCDAP003","Spokane River","DEQ BURP",47.705163,-116.972825,23015048,"ID17010305PN003_04","4","2022",NA,"N","Foothills","15v","Northern Idaho Hills and Low Relief Mountains","CDA","NorthernRockies","Panhandle",17010305,"Upper Spokane","",NA,NA
"3665","1998RCDAP004","1998RCDAP004","South Fork Coeur d'Alene River","DEQ BURP",47.5556,-116.245612,23002030,"ID17010302PN001_05","5","2022",NA,"Y","Mountains","15o","Coeur d Alene Metasedimentary Zone","CDA","NorthernRockies","Panhandle",17010302,"South Fork Coeur d Alene","",NA,NA
"3666","1998RCDAP005","1998RCDAP005","Moyie River","DEQ BURP",48.721648,-116.186164,22910487,"ID17010105PN001_05","5","2022",NA,"N","Foothills","15m","Kootenai Valley","CDA","NorthernRockies","Panhandle",17010105,"Moyie","",NA,NA
"3667","1998RCDAP006","1998RCDAP006","Clark Fork","DEQ BURP",48.100766,-116.139745,22975978,"ID17010213PN003_08","8","2022",NA,"N","Foothills","15u","Inland Maritime Foothills and Valleys","CDA","NorthernRockies","Panhandle",17010213,"Lower Clark Fork","",NA,NA
"3668","1998RCDAP007","1998RCDAP007","Priest River","DEQ BURP",48.307531,-116.867661,22988615,"ID17010215PN001_05","5","2022",NA,"Y","Foothills","15u","Inland Maritime Foothills and Valleys","CDA","NorthernRockies","Panhandle",17010215,"Priest","",NA,NA
"3669","1998RCDAP008","1998RCDAP008","Pend Oreille River","DEQ BURP",48.17871,-117.011633,22995167,"ID17010216PN002_08","8","2022",NA,"N","Foothills","15u","Inland Maritime Foothills and Valleys","CDA","NorthernRockies","Panhandle",17010216,"Pend Oreille","",NA,NA
"3670","1998RCDAP009","1998RCDAP009","Coeur d'Alene River","DEQ BURP",47.545589,-116.335014,24379307,"ID17010303PN016_06","6","2022",NA,"N","Mountains","15o","Coeur d Alene Metasedimentary Zone","CDA","NorthernRockies","Panhandle",17010303,"Coeur d Alene Lake","",NA,NA
"3671","1998RCDAP010","1998RCDAP010","Coeur d'Alene River","DEQ BURP",47.539512,-116.34968,947010328,"ID17010303PN016_06","6","2022",NA,"N","Mountains","15o","Coeur d Alene Metasedimentary Zone","CDA","NorthernRockies","Panhandle",17010303,"Coeur d Alene Lake","",NA,NA
"3672","1998RCDAP011","1998RCDAP011","Coeur d'Alene River","DEQ BURP",47.536156,-116.473543,24379261,"ID17010303PN007_06","6","2022",NA,"N","Mountains","15o","Coeur d Alene Metasedimentary Zone","CDA","NorthernRockies","Panhandle",17010303,"Coeur d Alene Lake","",NA,NA
"3673","1998RCDAP012","1998RCDAP012","Coeur d'Alene River","DEQ BURP",47.505148,-116.558725,24379253,"ID17010303PN007_06","6","2022",NA,"N","Mountains","15o","Coeur d Alene Metasedimentary Zone","CDA","NorthernRockies","Panhandle",17010303,"Coeur d Alene Lake","",NA,NA
"3674","1998RCDAP013","1998RCDAP013","Coeur d'Alene River","DEQ BURP",47.464451,-116.628393,24379211,"ID17010303PN007_06","6","2022",NA,"N","Mountains","15o","Coeur d Alene Metasedimentary Zone","CDA","NorthernRockies","Panhandle",17010303,"Coeur d Alene Lake","",NA,NA
"3675","1998RCDAP014","1998RCDAP014","Coeur d'Alene River","DEQ BURP",47.478536,-116.680744,947010320,"ID17010303PN007_06","6","2022",NA,"N","Foothills","15v","Northern Idaho Hills and Low Relief Mountains","CDA","NorthernRockies","Panhandle",17010303,"Coeur d Alene Lake","",NA,NA
"3676","1998RIDFP001","1998RIDFP001","Salmon River","DEQ BURP",44.156946,-114.885077,23479129,"ID17060201SL068_05","5","2022",NA,"N","Mountains","16g","High Glacial Drift-Filled Valleys","IDF","NorthernRockies","Salmon",17060201,"Upper Salmon","",NA,NA
"3677","1998RIDFP002","1998RIDFP002","Salmon River","DEQ BURP",44.255945,-114.37912,23478543,"ID17060201SL019_04","4","2022",NA,"N","Foothills","17ab","Dry Gneissic-Schistose-Volcanic Hills","IDF","NorthernRockies","Salmon",17060201,"Upper Salmon","",NA,NA
"3678","1998RIDFP003","1998RIDFP003","Teton River","DEQ BURP",43.624404,-111.175587,24469698,"ID17040204SK028_03","3","2022",NA,"Y","PPBV","12d","Dissected Plateaus and Teton Basin","IDF","NorthernXericBasin","Upper Snake",17040204,"Teton","",NA,NA
"3679","1998RIDFP004","1998RIDFP004","Teton River","DEQ BURP",43.824396,-111.235628,24471962,"ID17040204SK017_04","4","2022",NA,"Y","PPBV","12d","Dissected Plateaus and Teton Basin","IDF","NorthernXericBasin","Upper Snake",17040204,"Teton","",NA,NA
"3680","1998RIDFP005","1998RIDFP005","Salmon River","DEQ BURP",44.265379,-114.720896,23478741,"ID17060201SL031_05","5","2022",NA,"N","Mountains","16k","Southern Forested Mountains","IDF","NorthernRockies","Salmon",17060201,"Upper Salmon","",NA,NA
"3681","1998RLEWP001","1998RLEWP001","Little Salmon River","DEQ BURP",45.237142,-116.326549,23568921,"ID17060210SL001_05","5","2022",NA,"N","Mountains","16k","Southern Forested Mountains","LEW","NorthernRockies","Salmon",17060210,"Little Salmon","",NA,NA
"3682","1998RLEWP002","1998RLEWP002","Clearwater River","DEQ BURP",46.432541,-116.975701,23605888,"ID17060306CL001_07","7","2022",NA,"N","PPBV","10l","Lower Snake and Clearwater Canyons","LEW","NorthernXericBasin","Clearwater",17060306,"Clearwater","",NA,NA
"3683","1998RLEWP003","1998RLEWP003","Snake River","DEQ BURP",46.302421,-116.996012,947060081,"ID17060103SL002_08","8","2022",NA,"N","PPBV","10l","Lower Snake and Clearwater Canyons","LEW","NorthernXericBasin","Salmon",17060103,"Lower Snake-Asotin","",NA,NA
"3684","1998RLEWP004","1998RLEWP004","Snake River","DEQ BURP",46.063066,-116.944237,24228261,"ID17060103SL003_08","8","2022",NA,"N","Foothills","11g","Canyons and Dissected Uplands","LEW","NorthernRockies","Salmon",17060103,"Lower Snake-Asotin","",NA,NA
"3685","1998RPOCP001","1998RPOCP001","Blackfoot River","DEQ BURP",43.232343,-112.174051,24478927,"ID17040207SK002_05","5","2022",NA,"Y","PPBV","12e","Upper Snake River Plain","POC","NorthernXericBasin","Upper Snake",17040207,"Blackfoot","",NA,NA
"3686","1998RPOCP002","1998RPOCP002","Bear River","DEQ BURP",42.197138,-111.079321,7897815,"ID16010102BR001_05","5","2022",NA,"Y","PPBV","18c","Wet Valleys","POC","EasternXericBasin","Bear River",16010102,"Central Bear","",NA,NA
"3687","1998RPOCP003","1998RPOCP003","Bear River","DEQ BURP",42.246688,-111.26986,4470665,"ID16010201BR002_05","5","2022",NA,"Y","PPBV","18c","Wet Valleys","POC","EasternXericBasin","Bear River",16010201,"Bear Lake","",NA,NA
"3688","1998RPOCP004","1998RPOCP004","Bear River","DEQ BURP",42.440962,-111.733128,4558784,"ID16010202BR009_06a","6","2022",NA,"Y","PPBV","80i","Sagebrush Steppe Valleys","POC","NorthernXericBasin","Bear River",16010202,"Middle Bear","",NA,NA
"3689","1998RPOCP005","1998RPOCP005","Bear River","DEQ BURP",42.096869,-111.916437,4559912,"ID16010202BR006_06","6","2022",NA,"Y","PPBV","13i","Malad and Cache Valleys","POC","SouthernXericBasin","Bear River",16010202,"Middle Bear","",NA,NA
"3690","1998RTWFP001","1998RTWFP001","Jarbidge River","DEQ BURP",42.049824,-115.39082,23284427,"ID17050102SW021_04","4","2022",NA,"N","PPBV","80a","Dissected High Lava Plateau","TWF","NorthernXericBasin","Southwest",17050102,"Bruneau","",NA,NA
"3691","1998RTWFP002","1998RTWFP002","Bruneau River","DEQ BURP",42.335788,-115.647106,23284295,"ID17050102SW013_05","5","2022",NA,"N","PPBV","80a","Dissected High Lava Plateau","TWF","NorthernXericBasin","Southwest",17050102,"Bruneau","",NA,NA
"3692","1998RTWFP003","1998RTWFP003","Bruneau River","DEQ BURP",42.880661,-115.817957,23283913,"ID17050102SW009_06","6","2022",NA,"N","PPBV","12a","Treasure Valley","TWF","NorthernXericBasin","Southwest",17050102,"Bruneau","",NA,NA
"3693","1998RTWFP004","1998RTWFP004","Bruneau River","DEQ BURP",42.148497,-115.671629,23284319,"ID17050102SW020_05","5","2022",NA,"N","PPBV","80a","Dissected High Lava Plateau","TWF","NorthernXericBasin","Southwest",17050102,"Bruneau","",NA,NA
"3694","1998RTWFP005","1998RTWFP005","Bruneau River","DEQ BURP",42.774665,-115.719923,23283939,"ID17050102SW009_06","6","2022",NA,"N","PPBV","12j","Unwooded Alkaline Foothills","TWF","NorthernXericBasin","Southwest",17050102,"Bruneau","",NA,NA
"3695","1998SBOIA001","1998SBOIA001","Rabbit Creek","DEQ BURP",43.098516,-116.165333,23301102,"ID17050103SW026_02","2","2022",NA,"N","PPBV","12h","Mountain Home Uplands","BOI","NorthernXericBasin","Southwest",17050103,"Middle Snake-Succor","",NA,NA
"3696","1998SBOIA002","1998SBOIA002","Hardtrigger Creek","DEQ BURP",43.401453,-116.738033,23300308,"ID17050103SW008_02","2","2022",NA,"Y","PPBV","12j","Unwooded Alkaline Foothills","BOI","NorthernXericBasin","Southwest",17050103,"Middle Snake-Succor","Other",NA,NA
"3697","1998SBOIA003","1998SBOIA003","Hardtrigger Creek","DEQ BURP",43.363001,-116.792469,23300310,"ID17050103SW008_02","2","2022",NA,"Y","PPBV","80f","Owyhee Uplands and Canyons","BOI","NorthernXericBasin","Southwest",17050103,"Middle Snake-Succor","Other",NA,NA
"3698","1998SBOIA004","1998SBOIA004","Jump Creek","DEQ BURP",43.481501,-116.921454,23300226,"ID17050103SW005_03","3","2022",NA,"Y","PPBV","80f","Unwooded Alkaline Foothills","BOI","NorthernXericBasin","Southwest",17050103,"Middle Snake-Succor","Other",NA,NA
"3699","1998SBOIA005","1998SBOIA005","Jump Creek","DEQ BURP",43.433138,-116.967259,23300228,"ID17050103SW005_03","3","2022",NA,"Y","PPBV","80f","Owyhee Uplands and Canyons","BOI","NorthernXericBasin","Southwest",17050103,"Middle Snake-Succor","Other",NA,NA
"3700","1998SBOIA006","1998SBOIA006","Cayuse Creek","DEQ BURP",43.377149,-115.553567,23387843,"ID17050113SW004_02","1","2022",NA,"N","PPBV","16f","Foothill Shrublands-Grasslands","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3701","1998SBOIA007","1998SBOIA007","Moores Creek","DEQ BURP",43.392562,-115.201723,23389185,"ID17050113SW010_03a","1","2022",NA,"N","PPBV","16f","Foothill Shrublands-Grasslands","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3702","1998SBOIA008","1998SBOIA008","Moores Creek","DEQ BURP",43.408707,-115.233042,23389367,"ID17050113SW010_04a","4","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3703","1998SBOIA009","1998SBOIA009","Jumbo Creek","DEQ BURP",43.604454,-115.063399,23390237,"ID17050113SW015_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Reference",NA,NA
"3704","1998SBOIA010","1998SBOIA010","Granite Creek","DEQ BURP",43.387244,-115.543503,23387863,"ID17050113SW004_02","2","2022",NA,"N","PPBV","16f","Foothill Shrublands-Grasslands","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Reference",NA,NA
"3705","1998SBOIA011","1998SBOIA011","Evans Creek","DEQ BURP",43.403654,-115.415838,23388109,"ID17050113SW005_02","2","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3706","1998SBOIA012","1998SBOIA012","Goat Creek","DEQ BURP",43.436808,-115.321047,23389277,"ID17050113SW005_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3707","1998SBOIA013","1998SBOIA013","Big Water Gulch","DEQ BURP",43.606115,-115.094447,23390015,"ID17050113SW015_02","2","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3708","1998SBOIA014","1998SBOIA014","Marsh Creek","DEQ BURP",43.624206,-115.164409,23389973,"ID17050113SW013_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3709","1998SBOIA015","1998SBOIA015","Pierce Creek","DEQ BURP",43.405361,-115.557388,23387897,"ID17050113SW004_02","2","2022",NA,"N","PPBV","16f","Foothill Shrublands-Grasslands","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3710","1998SBOIA016","1998SBOIA016","Lester Creek","DEQ BURP",43.444205,-115.355291,23389285,"ID17050113SW005_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3711","1998SBOIA017","1998SBOIA017","Castle Creek","DEQ BURP",43.412787,-115.398018,23389309,"ID17050113SW005_03","3","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Reference",NA,NA
"3712","1998SBOIA018","1998SBOIA018","Wilson Creek","DEQ BURP",43.382037,-115.438001,23387825,"ID17050113SW005_02","2","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3713","1998SBOIA019","1998SBOIA019","South Fork Deer Creek","DEQ BURP",43.467732,-115.270638,23389357,"ID17050113SW012_02","2","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3714","1998SBOIA020","1998SBOIA020","Deer Creek","DEQ BURP",43.463524,-115.289463,23386605,"ID17050113SW012_03","3","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3715","1998SBOIA021","1998SBOIA021","Camp Creek","DEQ BURP",43.476333,-115.35821,23389677,"ID17050113SW031_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050113,"South Fork Boise","Other",NA,NA
"3716","1998SBOIA022","1998SBOIA022","Deep Creek","DEQ BURP",42.383811,-116.652411,23316818,"ID17050104SW026_05","5","2022",NA,"Y","PPBV","80a","Dissected High Lava Plateau","BOI","NorthernXericBasin","Southwest",17050104,"Upper Owyhee","Other",NA,NA
"3717","1998SBOIA023","1998SBOIA023","Deep Creek","DEQ BURP",42.581337,-116.676367,23316972,"ID17050104SW026_04","4","2022",NA,"Y","PPBV","80f","Owyhee Uplands and Canyons","BOI","NorthernXericBasin","Southwest",17050104,"Upper Owyhee","Other",NA,NA
"3718","1998SBOIA024","1998SBOIA024","Reynolds Creek","DEQ BURP",43.359793,-116.65364,23300334,"ID17050103SW009_04","4","2022",NA,"N","PPBV","12j","Unwooded Alkaline Foothills","BOI","NorthernXericBasin","Southwest",17050103,"Middle Snake-Succor","Other",NA,NA
"3719","1998SBOIA025","1998SBOIA025","Reynolds Creek","DEQ BURP",43.338227,-116.676853,23300358,"ID17050103SW009_04","4","2022",NA,"N","PPBV","12j","Unwooded Alkaline Foothills","BOI","NorthernXericBasin","Southwest",17050103,"Middle Snake-Succor","Other",NA,NA
"3720","1998SBOIA026","1998SBOIA026","Straight Creek","DEQ BURP",43.788079,-115.446611,23378112,"ID17050111SW001_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Reference",NA,NA
"3721","1998SBOIA027","1998SBOIA027","Dutch Frank Creek","DEQ BURP",43.792648,-115.434118,23378104,"ID17050111SW001_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Reference",NA,NA
"3722","1998SBOIA028","1998SBOIA028","Granite Creek","DEQ BURP",43.80169,-115.406413,23378090,"ID17050111SW001_02","2","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Reference",NA,NA
"3723","1998SBOIA029","1998SBOIA029","Lost Man Creek","DEQ BURP",43.725102,-115.423802,23378352,"ID17050111SW001_02","2","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Other",NA,NA
"3724","1998SBOIA030","1998SBOIA030","Rabbit Creek","DEQ BURP",43.790311,-115.607015,23377600,"ID17050111SW015_03","3","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Other",NA,NA
"3725","1998SBOIA031","1998SBOIA031","Road Creek","DEQ BURP",43.780061,-115.52793,23378140,"ID17050111SW001_02a","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Other",NA,NA
"3726","1998SBOIA032","1998SBOIA032","Alexander Creek","DEQ BURP",43.779313,-115.509006,23378138,"ID17050111SW001_02a","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Other",NA,NA
"3727","1998SBOIA033","1998SBOIA033","Dutch Creek","DEQ BURP",43.808714,-115.370722,23378576,"ID17050111SW001_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Other",NA,NA
"3728","1998SBOIA034","1998SBOIA034","Steppe Creek","DEQ BURP",43.832573,-115.299975,23378020,"ID17050111SW001_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Reference",NA,NA
"3729","1998SBOIA035","1998SBOIA035","Decker Creek","DEQ BURP",43.763189,-115.07856,23377270,"ID17050111SW005_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Reference",NA,NA
"3730","1998SBOIA036","1998SBOIA036","Decker Creek","DEQ BURP",43.768614,-115.142917,23377254,"ID17050111SW005_03","3","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Other",NA,NA
"3731","1998SBOIA037","1998SBOIA037","Snyder Creek","DEQ BURP",43.823408,-115.219821,23378044,"ID17050111SW001_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Reference",NA,NA
"3732","1998SBOIA038","1998SBOIA038","Eagle Creek","DEQ BURP",43.823016,-115.232933,23378042,"ID17050111SW001_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Reference",NA,NA
"3733","1998SBOIA039","1998SBOIA039","Smith Creek","DEQ BURP",43.832652,-115.313509,23378030,"ID17050111SW001_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Reference",NA,NA
"3734","1998SBOIA040","1998SBOIA040","Hot Creek","DEQ BURP",43.794168,-115.313672,23377204,"ID17050111SW003_02","1","2022",NA,"N","Mountains","16k","Southern Forested Mountains","BOI","NorthernRockies","Southwest",17050111,"North and Middle Forks Boise","Other",NA,NA
